Año;Mes;Lote;Residuo;Distrito;NOMBRE;Total
2023;enero;2;ENVASES;3;Retiro;337
2023;enero;2;ENVASES;4;Salamanca;468,94
2023;enero;2;ENVASES;5;Chamartín;439,18
2023;enero;2;ENVASES;14;Moratalaz;291,66
2023;enero;2;ENVASES;15;Ciudad Lineal;701,22
2023;enero;2;ENVASES;16;Hortaleza;677,72
2023;enero;2;ENVASES;19;Vicálvaro;307,34
2023;enero;2;ENVASES;20;San Blas - Canillejas;539,12
2023;enero;2;ENVASES;21;Barajas;176,9
2023;enero;2;ORGANICA;3;Retiro;845
2023;enero;2;ORGANICA;4;Salamanca;1252,76
2023;enero;2;ORGANICA;5;Chamartín;1064,18
2023;enero;2;ORGANICA;14;Moratalaz;499,88
2023;enero;2;ORGANICA;15;Ciudad Lineal;1130,82
2023;enero;2;ORGANICA;16;Hortaleza;969
2023;enero;2;ORGANICA;19;Vicálvaro;292,46
2023;enero;2;ORGANICA;20;San Blas - Canillejas;780,22
2023;enero;2;ORGANICA;21;Barajas;490,34
2023;enero;2;PUNTOS LIMPIOS;3;Retiro;2,12
2023;enero;2;PUNTOS LIMPIOS;5;Chamartín;97,16
2023;enero;2;PUNTOS LIMPIOS;14;Moratalaz;58,06
2023;enero;2;PUNTOS LIMPIOS;15;Ciudad Lineal;72,08
2023;enero;2;PUNTOS LIMPIOS;16;Hortaleza;63,66
2023;enero;2;PUNTOS LIMPIOS;19;Vicálvaro;18,46
2023;enero;2;PUNTOS LIMPIOS;20;San Blas - Canillejas;58,64
2023;enero;2;PUNTOS LIMPIOS;21;Barajas;46,7
2023;enero;2;RCD;3;Retiro;48,9
2023;enero;2;RCD;4;Salamanca;63,92
2023;enero;2;RCD;5;Chamartín;89
2023;enero;2;RCD;14;Moratalaz;36,64
2023;enero;2;RCD;15;Ciudad Lineal;124,5
2023;enero;2;RCD;16;Hortaleza;56,62
2023;enero;2;RCD;19;Vicálvaro;50,52
2023;enero;2;RCD;20;San Blas - Canillejas;110,9
2023;enero;2;RCD;21;Barajas;44,86
2023;enero;2;RESTO;3;Retiro;1294,58
2023;enero;2;RESTO;4;Salamanca;2064,28
2023;enero;2;RESTO;5;Chamartín;1958,16
2023;enero;2;RESTO;14;Moratalaz;1184,78
2023;enero;2;RESTO;15;Ciudad Lineal;2932,28
2023;enero;2;RESTO;16;Hortaleza;2561,84
2023;enero;2;RESTO;19;Vicálvaro;1674,88
2023;enero;2;RESTO;20;San Blas - Canillejas;2532,12
2023;enero;2;RESTO;21;Barajas;843,1
2023;enero;2;VIDRIO;3;Retiro;382,3
2023;enero;2;VIDRIO;4;Salamanca;318,26
2023;enero;2;VIDRIO;5;Chamartín;332,1
2023;enero;2;VIDRIO;14;Moratalaz;312,58
2023;enero;2;VIDRIO;15;Ciudad Lineal;260,02
2023;enero;2;VIDRIO;16;Hortaleza;184,62
2023;enero;2;VIDRIO;19;Vicálvaro;174,42
2023;enero;2;VIDRIO;20;San Blas - Canillejas;174,6
2023;enero;2;VIDRIO;21;Barajas;143,36
2023;enero;2;VIDRIO COMERCIAL;4;Salamanca;68,22
2023;enero;2;ROPA;3;Retiro;2
2023;enero;2;ROPA;4;Salamanca;3,77
2023;enero;2;ROPA;5;Chamartín;11,39
2023;enero;2;ROPA;14;Moratalaz;4,61
2023;enero;2;ROPA;15;Ciudad Lineal;5,51
2023;enero;2;ROPA;16;Hortaleza;5,78
2023;enero;2;ROPA;19;Vicálvaro;2,92
2023;enero;2;ROPA;20;San Blas - Canillejas;6,06
2023;enero;2;ROPA;21;Barajas;4,3
2023;enero;3;PAPEL-CARTON;2;Arganzuela;393,92
2023;enero;3;PAPEL-CARTON;11;Carabanchel;315,12
2023;enero;3;PAPEL-CARTON;12;Usera;194,8
2023;enero;3;PAPEL-CARTON;13;Puente de Vallecas;260,2
2023;enero;3;PAPEL-CARTON;17;Villaverde;179,02
2023;enero;3;PAPEL-CARTON;18;Villa de Vallecas;172,98
2023;enero;3;CARTON COMERCIAL;2;Arganzuela;30,22
2023;enero;3;CARTON COMERCIAL;11;Carabanchel;32,32
2023;enero;3;CARTON COMERCIAL;12;Usera;15,5
2023;enero;3;CARTON COMERCIAL;13;Puente de Vallecas;21,64
2023;enero;3;CARTON COMERCIAL;17;Villaverde;24,68
2023;enero;3;CARTON COMERCIAL;18;Villa de Vallecas;15,62
2023;enero;3;CLINICOS;12;Usera;164,66
2023;enero;3;CLINICOS;13;Puente de Vallecas;35,44
2023;enero;3;ENVASES;2;Arganzuela;420,04
2023;enero;3;ENVASES;11;Carabanchel;922,22
2023;enero;3;ENVASES;12;Usera;553,28
2023;enero;3;ENVASES;13;Puente de Vallecas;860,56
2023;enero;3;ENVASES;17;Villaverde;504,88
2023;enero;3;ENVASES;18;Villa de Vallecas;392,74
2023;enero;3;ORGANICA;2;Arganzuela;737,64
2023;enero;3;ORGANICA;11;Carabanchel;1236,86
2023;enero;3;ORGANICA;12;Usera;622,36
2023;enero;3;ORGANICA;13;Puente de Vallecas;1053,12
2023;enero;3;ORGANICA;17;Villaverde;827,86
2023;enero;3;ORGANICA;18;Villa de Vallecas;1421,84
2023;enero;3;PUNTOS LIMPIOS;2;Arganzuela;63,96
2023;enero;3;PUNTOS LIMPIOS;11;Carabanchel;45,8
2023;enero;3;PUNTOS LIMPIOS;12;Usera;24,64
2023;enero;3;PUNTOS LIMPIOS;13;Puente de Vallecas;34,22
2023;enero;3;PUNTOS LIMPIOS;17;Villaverde;53,56
2023;enero;3;PUNTOS LIMPIOS;18;Villa de Vallecas;81,32
2023;enero;3;RCD;2;Arganzuela;35,32
2023;enero;3;RCD;11;Carabanchel;25,1
2023;enero;3;RCD;12;Usera;49,73
2023;enero;3;RCD;13;Puente de Vallecas;25,01
2023;enero;3;RCD;17;Villaverde;57,72
2023;enero;3;RCD;18;Villa de Vallecas;55,01
2023;enero;3;RESTO;2;Arganzuela;1685,68
2023;enero;3;RESTO;11;Carabanchel;4186,02
2023;enero;3;RESTO;12;Usera;1835,72
2023;enero;3;RESTO;13;Puente de Vallecas;3823,76
2023;enero;3;RESTO;17;Villaverde;2529,78
2023;enero;3;RESTO;18;Villa de Vallecas;2436,82
2023;enero;3;VIDRIO;2;Arganzuela;223,12
2023;enero;3;VIDRIO;11;Carabanchel;211,28
2023;enero;3;VIDRIO;12;Usera;147,52
2023;enero;3;VIDRIO;13;Puente de Vallecas;300,38
2023;enero;3;VIDRIO;17;Villaverde;218,72
2023;enero;3;VIDRIO;18;Villa de Vallecas;204,8
2023;enero;3;ANIMALES MUERTOS;99;Sin Distrito;5,72
2023;enero;3;ROPA;2;Arganzuela;8,16
2023;enero;3;ROPA;11;Carabanchel;6,745
2023;enero;3;ROPA;12;Usera;6,43
2023;enero;3;ROPA;13;Puente de Vallecas;5,435
2023;enero;3;ROPA;17;Villaverde;5,68
2023;enero;3;ROPA;18;Villa de Vallecas;6,06
2023;febrero;1;PAPEL-CARTON;1;Centro;408,72
2023;febrero;1;PAPEL-CARTON;6;Tetuán;363,04
2023;febrero;1;PAPEL-CARTON;7;Chamberí;284,54
2023;febrero;1;PAPEL-CARTON;8;Fuencarral - El Pardo;607,81
2023;febrero;1;PAPEL-CARTON;9;Moncloa - Aravaca;268,12
2023;febrero;1;PAPEL-CARTON;10;Latina;293,6
2023;febrero;1;CARTON COMERCIAL;1;Centro;198,5
2023;febrero;1;CARTON COMERCIAL;6;Tetuán;65,18
2023;febrero;1;CARTON COMERCIAL;7;Chamberí;85,45
2023;febrero;1;CARTON COMERCIAL;8;Fuencarral - El Pardo;24,22
2023;febrero;1;CARTON COMERCIAL;10;Latina;26,56
2023;febrero;1;CAMA DE CABALLO;9;Moncloa - Aravaca;55,175
2023;febrero;1;CLINICOS;1;Centro;168,18
2023;febrero;1;CLINICOS;6;Tetuán;14,52
2023;febrero;1;CLINICOS;8;Fuencarral - El Pardo;308,58
2023;febrero;1;CLINICOS;9;Moncloa - Aravaca;230,48
2023;febrero;1;CLINICOS;10;Latina;37,66
2023;febrero;1;ENVASES;1;Centro;268,06
2023;febrero;1;ENVASES;6;Tetuán;440,82
2023;febrero;1;ENVASES;7;Chamberí;421,78
2023;febrero;1;ENVASES;8;Fuencarral - El Pardo;651,5
2023;febrero;1;ENVASES;9;Moncloa - Aravaca;396,56
2023;febrero;1;ENVASES;10;Latina;639,22
2023;febrero;1;ORGANICA;1;Centro;1284,9
2023;febrero;1;ORGANICA;6;Tetuán;829,34
2023;febrero;1;ORGANICA;7;Chamberí;919,24
2023;febrero;1;ORGANICA;8;Fuencarral - El Pardo;1399,48
2023;febrero;1;ORGANICA;9;Moncloa - Aravaca;956,86
2023;febrero;1;ORGANICA;10;Latina;1104,94
2023;febrero;1;PUNTOS LIMPIOS;8;Fuencarral - El Pardo;118,6
2023;febrero;1;PUNTOS LIMPIOS;9;Moncloa - Aravaca;53,26
2023;febrero;1;PUNTOS LIMPIOS;10;Latina;102,56
2023;febrero;1;RCD;1;Centro;121,615
2023;febrero;1;RCD;6;Tetuán;56,82
2023;febrero;1;RCD;7;Chamberí;43,505
2023;febrero;1;RCD;8;Fuencarral - El Pardo;75,255
2023;febrero;1;RCD;9;Moncloa - Aravaca;84,53
2023;febrero;1;RCD;10;Latina;67,405
2023;febrero;1;RESTO;1;Centro;3610,98
2023;febrero;1;RESTO;6;Tetuán;2084,48
2023;febrero;1;RESTO;7;Chamberí;1818,42
2023;febrero;1;RESTO;8;Fuencarral - El Pardo;2872,3
2023;febrero;1;RESTO;9;Moncloa - Aravaca;1975,5
2023;febrero;1;RESTO;10;Latina;2777,04
2023;febrero;1;VIDRIO;1;Centro;570,9
2023;febrero;1;VIDRIO;6;Tetuán;347,8
2023;febrero;1;VIDRIO;7;Chamberí;274,14
2023;febrero;1;VIDRIO;8;Fuencarral - El Pardo;274,04
2023;febrero;1;VIDRIO;9;Moncloa - Aravaca;300,34
2023;febrero;1;VIDRIO;10;Latina;167,56
2023;febrero;1;VIDRIO COMERCIAL;1;Centro;67
2023;febrero;1;ROPA;1;Centro;8,715
2023;febrero;1;ROPA;6;Tetuán;4,97
2023;febrero;1;ROPA;7;Chamberí;9,14
2023;febrero;1;ROPA;8;Fuencarral - El Pardo;5,385
2023;febrero;1;ROPA;10;Latina;4,585
2023;febrero;2;PAPEL-CARTON;3;Retiro;269,74
2023;febrero;2;PAPEL-CARTON;4;Salamanca;435,08
2023;febrero;2;PAPEL-CARTON;5;Chamartín;245,54
2023;febrero;2;PAPEL-CARTON;14;Moratalaz;169,88
2023;febrero;2;PAPEL-CARTON;15;Ciudad Lineal;361,88
2023;febrero;2;PAPEL-CARTON;16;Hortaleza;340,6
2023;febrero;2;PAPEL-CARTON;19;Vicálvaro;99,12
2023;febrero;2;PAPEL-CARTON;20;San Blas - Canillejas;251,42
2023;febrero;2;PAPEL-CARTON;21;Barajas;95,22
2023;febrero;2;CARTON COMERCIAL;3;Retiro;48,66
2023;febrero;2;CARTON COMERCIAL;4;Salamanca;77,64
2023;febrero;2;CARTON COMERCIAL;5;Chamartín;40,96
2023;febrero;2;CARTON COMERCIAL;14;Moratalaz;7,26
2023;febrero;2;CARTON COMERCIAL;15;Ciudad Lineal;33,24
2023;febrero;2;CARTON COMERCIAL;16;Hortaleza;32,22
2023;febrero;2;CARTON COMERCIAL;19;Vicálvaro;13,16
2023;febrero;2;CARTON COMERCIAL;20;San Blas - Canillejas;25,04
2023;febrero;2;CARTON COMERCIAL;21;Barajas;16,3
2023;febrero;2;CLINICOS;3;Retiro;178,36
2023;febrero;2;CLINICOS;4;Salamanca;114,84
2023;febrero;2;CLINICOS;15;Ciudad Lineal;124,84
2023;febrero;2;ENVASES;3;Retiro;301,36
2023;febrero;2;ENVASES;4;Salamanca;433,38
2023;febrero;2;ENVASES;5;Chamartín;406,1
2023;febrero;2;ENVASES;14;Moratalaz;251,18
2023;febrero;2;ENVASES;15;Ciudad Lineal;630,44
2023;febrero;2;ENVASES;16;Hortaleza;601,16
2023;febrero;2;ENVASES;19;Vicálvaro;259,64
2023;febrero;2;ENVASES;20;San Blas - Canillejas;478,8
2023;febrero;2;ENVASES;21;Barajas;156,34
2023;febrero;2;ORGANICA;3;Retiro;769,52
2023;febrero;2;ORGANICA;4;Salamanca;1203,18
2023;febrero;2;ORGANICA;5;Chamartín;1021,82
2023;febrero;2;ORGANICA;14;Moratalaz;409,76
2023;febrero;2;ORGANICA;15;Ciudad Lineal;1151,4
2023;febrero;2;ORGANICA;16;Hortaleza;878,04
2023;febrero;2;ORGANICA;19;Vicálvaro;144,82
2023;febrero;2;ORGANICA;20;San Blas - Canillejas;711,9
2023;febrero;2;ORGANICA;21;Barajas;407,88
2023;febrero;2;PUNTOS LIMPIOS;3;Retiro;2,62
2023;febrero;2;PUNTOS LIMPIOS;4;Salamanca;0,18
2023;febrero;2;PUNTOS LIMPIOS;5;Chamartín;87,18
2023;febrero;2;PUNTOS LIMPIOS;14;Moratalaz;44,98
2023;febrero;2;PUNTOS LIMPIOS;15;Ciudad Lineal;66,4
2023;febrero;2;PUNTOS LIMPIOS;16;Hortaleza;59,42
2023;febrero;2;PUNTOS LIMPIOS;19;Vicálvaro;30,68
2023;febrero;2;PUNTOS LIMPIOS;20;San Blas - Canillejas;64,88
2023;febrero;2;PUNTOS LIMPIOS;21;Barajas;35,54
2023;febrero;2;RCD;3;Retiro;35,59
2023;febrero;2;RCD;4;Salamanca;55,01
2023;febrero;2;RCD;5;Chamartín;86,58
2023;febrero;2;RCD;14;Moratalaz;78,98
2023;febrero;2;RCD;15;Ciudad Lineal;110,64
2023;febrero;2;RCD;16;Hortaleza;63,82
2023;febrero;2;RCD;19;Vicálvaro;64,125
2023;febrero;2;RCD;20;San Blas - Canillejas;71,43
2023;febrero;2;RCD;21;Barajas;72,095
2023;febrero;2;RESTO;3;Retiro;1185,48
2023;febrero;2;RESTO;4;Salamanca;1775,42
2023;febrero;2;RESTO;5;Chamartín;1727,32
2023;febrero;2;RESTO;14;Moratalaz;1022,08
2023;febrero;2;RESTO;15;Ciudad Lineal;2472,94
2023;febrero;2;RESTO;16;Hortaleza;2184,9
2023;febrero;2;RESTO;19;Vicálvaro;1492,08
2023;febrero;2;RESTO;20;San Blas - Canillejas;2127,02
2023;febrero;2;RESTO;21;Barajas;745,16
2023;febrero;2;VIDRIO;3;Retiro;323,06
2023;febrero;2;VIDRIO;4;Salamanca;266,08
2023;febrero;2;VIDRIO;5;Chamartín;319,1
2023;febrero;2;VIDRIO;14;Moratalaz;261,42
2023;febrero;2;VIDRIO;15;Ciudad Lineal;149,14
2023;febrero;2;VIDRIO;16;Hortaleza;141,06
2023;febrero;2;VIDRIO;19;Vicálvaro;155,7
2023;febrero;2;VIDRIO;20;San Blas - Canillejas;150,32
2023;febrero;2;VIDRIO;21;Barajas;139,6
2023;febrero;2;VIDRIO COMERCIAL;4;Salamanca;61,28
2023;febrero;2;ROPA;3;Retiro;1,93
2023;febrero;2;ROPA;4;Salamanca;2,88
2023;febrero;2;ROPA;5;Chamartín;10,88
2023;febrero;2;ROPA;14;Moratalaz;4,52
2023;febrero;2;ROPA;15;Ciudad Lineal;5,71
2023;febrero;2;ROPA;16;Hortaleza;5,75
2023;febrero;2;ROPA;19;Vicálvaro;2,61
2023;febrero;2;ROPA;20;San Blas - Canillejas;6,77
2023;febrero;2;ROPA;21;Barajas;3,97
2023;febrero;3;PAPEL-CARTON;2;Arganzuela;335,08
2023;febrero;3;PAPEL-CARTON;11;Carabanchel;262,34
2023;febrero;3;PAPEL-CARTON;12;Usera;146,78
2023;febrero;3;PAPEL-CARTON;13;Puente de Vallecas;212,5
2023;febrero;3;PAPEL-CARTON;17;Villaverde;140,88
2023;febrero;3;PAPEL-CARTON;18;Villa de Vallecas;142,1
2023;febrero;3;CARTON COMERCIAL;2;Arganzuela;28,24
2023;febrero;3;CARTON COMERCIAL;11;Carabanchel;31,86
2023;febrero;3;CARTON COMERCIAL;12;Usera;15,7
2023;febrero;3;CARTON COMERCIAL;13;Puente de Vallecas;25,24
2023;febrero;3;CARTON COMERCIAL;17;Villaverde;23,28
2023;febrero;3;CARTON COMERCIAL;18;Villa de Vallecas;15,96
2023;febrero;3;CLINICOS;12;Usera;157,02
2023;febrero;3;CLINICOS;13;Puente de Vallecas;34,58
2023;febrero;3;ENVASES;2;Arganzuela;389,18
2023;febrero;3;ENVASES;11;Carabanchel;835,22
2023;febrero;3;ENVASES;12;Usera;484,36
2023;febrero;3;ENVASES;13;Puente de Vallecas;786,14
2023;febrero;3;ENVASES;17;Villaverde;429,8
2023;febrero;3;ENVASES;18;Villa de Vallecas;343,5
2023;febrero;3;ORGANICA;2;Arganzuela;685,04
2023;febrero;3;ORGANICA;11;Carabanchel;1095,04
2023;febrero;3;ORGANICA;12;Usera;579,52
2023;febrero;3;ORGANICA;13;Puente de Vallecas;906,66
2023;febrero;3;ORGANICA;17;Villaverde;746,5
2023;febrero;3;ORGANICA;18;Villa de Vallecas;1091,86
2023;febrero;3;PUNTOS LIMPIOS;2;Arganzuela;62,64
2023;febrero;3;PUNTOS LIMPIOS;11;Carabanchel;47,26
2023;febrero;3;PUNTOS LIMPIOS;12;Usera;33,2
2023;febrero;3;PUNTOS LIMPIOS;13;Puente de Vallecas;31,66
2023;febrero;3;PUNTOS LIMPIOS;17;Villaverde;38,2
2023;febrero;3;PUNTOS LIMPIOS;18;Villa de Vallecas;66,58
2023;febrero;3;RCD;2;Arganzuela;46,74
2023;febrero;3;RCD;11;Carabanchel;49,06
2023;febrero;3;RCD;12;Usera;36,43
2023;febrero;3;RCD;13;Puente de Vallecas;47,79
2023;febrero;3;RCD;17;Villaverde;38,27
2023;febrero;3;RCD;18;Villa de Vallecas;43,78
2023;febrero;3;RESTO;2;Arganzuela;1456,04
2023;febrero;3;RESTO;11;Carabanchel;3577,74
2023;febrero;3;RESTO;12;Usera;1511,72
2023;febrero;3;RESTO;13;Puente de Vallecas;3203,38
2023;febrero;3;RESTO;17;Villaverde;2199,96
2023;febrero;3;RESTO;18;Villa de Vallecas;2099,02
2023;febrero;3;VIDRIO;2;Arganzuela;229,22
2023;febrero;3;VIDRIO;11;Carabanchel;206,66
2023;febrero;3;VIDRIO;12;Usera;178,02
2023;febrero;3;VIDRIO;13;Puente de Vallecas;149,88
2023;febrero;3;VIDRIO;17;Villaverde;123,32
2023;febrero;3;VIDRIO;18;Villa de Vallecas;124,66
2023;febrero;3;ANIMALES MUERTOS;99;Sin Distrito;8,04
2023;febrero;3;ROPA;2;Arganzuela;9,895
2023;febrero;3;ROPA;11;Carabanchel;6,29
2023;febrero;3;ROPA;12;Usera;3,195
2023;febrero;3;ROPA;13;Puente de Vallecas;5,245
2023;febrero;3;ROPA;17;Villaverde;6,575
2023;febrero;3;ROPA;18;Villa de Vallecas;5,84
2023;marzo;1;PAPEL-CARTON;1;Centro;469,16
2023;marzo;1;PAPEL-CARTON;6;Tetuán;382,36
2023;marzo;1;PAPEL-CARTON;7;Chamberí;302,48
2023;marzo;1;PAPEL-CARTON;8;Fuencarral - El Pardo;656,6
2023;marzo;1;PAPEL-CARTON;9;Moncloa - Aravaca;309,08
2023;marzo;1;PAPEL-CARTON;10;Latina;336,74
2023;marzo;1;CARTON COMERCIAL;1;Centro;233,52
2023;marzo;1;CARTON COMERCIAL;6;Tetuán;74,04
2023;marzo;1;CARTON COMERCIAL;7;Chamberí;69,08
2023;marzo;1;CARTON COMERCIAL;8;Fuencarral - El Pardo;28,2
2023;marzo;1;CARTON COMERCIAL;10;Latina;30,36
2023;marzo;1;CAMA DE CABALLO;9;Moncloa - Aravaca;61,745
2023;marzo;1;CLINICOS;1;Centro;183,66
2023;marzo;1;CLINICOS;6;Tetuán;14,3
2023;marzo;1;CLINICOS;8;Fuencarral - El Pardo;324,32
2023;marzo;1;CLINICOS;9;Moncloa - Aravaca;252,06
2023;marzo;1;CLINICOS;10;Latina;40,04
2023;marzo;1;CONTENEDORES DE ROPA;8;Fuencarral - El Pardo;0,18
2023;marzo;1;ENVASES;1;Centro;299,14
2023;marzo;1;ENVASES;6;Tetuán;483,04
2023;marzo;1;ENVASES;7;Chamberí;475,12
2023;marzo;1;ENVASES;8;Fuencarral - El Pardo;733,44
2023;marzo;1;ENVASES;9;Moncloa - Aravaca;463,88
2023;marzo;1;ENVASES;10;Latina;689,7
2023;marzo;1;ORGANICA;1;Centro;1588,14
2023;marzo;1;ORGANICA;6;Tetuán;966,06
2023;marzo;1;ORGANICA;7;Chamberí;1049,36
2023;marzo;1;ORGANICA;8;Fuencarral - El Pardo;1621,2
2023;marzo;1;ORGANICA;9;Moncloa - Aravaca;1098,08
2023;marzo;1;ORGANICA;10;Latina;1272,16
2023;marzo;1;PUNTOS LIMPIOS;8;Fuencarral - El Pardo;121,56
2023;marzo;1;PUNTOS LIMPIOS;9;Moncloa - Aravaca;57,6
2023;marzo;1;PUNTOS LIMPIOS;10;Latina;167,02
2023;marzo;1;RCD;1;Centro;105,9
2023;marzo;1;RCD;6;Tetuán;70,435
2023;marzo;1;RCD;7;Chamberí;30,62
2023;marzo;1;RCD;8;Fuencarral - El Pardo;117,14
2023;marzo;1;RCD;9;Moncloa - Aravaca;69,86
2023;marzo;1;RCD;10;Latina;66,575
2023;marzo;1;RESTO;1;Centro;3921,98
2023;marzo;1;RESTO;6;Tetuán;2284,72
2023;marzo;1;RESTO;7;Chamberí;1987,66
2023;marzo;1;RESTO;8;Fuencarral - El Pardo;3173,44
2023;marzo;1;RESTO;9;Moncloa - Aravaca;2130,72
2023;marzo;1;RESTO;10;Latina;3088,82
2023;marzo;1;VIDRIO;1;Centro;675,44
2023;marzo;1;VIDRIO;6;Tetuán;375,36
2023;marzo;1;VIDRIO;7;Chamberí;302,42
2023;marzo;1;VIDRIO;8;Fuencarral - El Pardo;234,88
2023;marzo;1;VIDRIO;9;Moncloa - Aravaca;385,52
2023;marzo;1;VIDRIO;10;Latina;180,28
2023;marzo;1;VIDRIO COMERCIAL;1;Centro;80,16
2023;marzo;1;ROPA;1;Centro;8,76
2023;marzo;1;ROPA;6;Tetuán;5,49
2023;marzo;1;ROPA;7;Chamberí;6,5
2023;marzo;1;ROPA;8;Fuencarral - El Pardo;7,81
2023;marzo;1;ROPA;9;Moncloa - Aravaca;2,73
2023;marzo;1;ROPA;10;Latina;9,205
2023;marzo;2;PAPEL-CARTON;3;Retiro;290,54
2023;marzo;2;PAPEL-CARTON;4;Salamanca;504,74
2023;marzo;2;PAPEL-CARTON;5;Chamartín;295,32
2023;marzo;2;PAPEL-CARTON;14;Moratalaz;175,18
2023;marzo;2;PAPEL-CARTON;15;Ciudad Lineal;348,42
2023;marzo;2;PAPEL-CARTON;16;Hortaleza;386,16
2023;marzo;2;PAPEL-CARTON;19;Vicálvaro;109,18
2023;marzo;2;PAPEL-CARTON;20;San Blas - Canillejas;292,6
2023;marzo;2;PAPEL-CARTON;21;Barajas;103,24
2023;marzo;2;CARTON COMERCIAL;3;Retiro;58,1
