ID-EVENTO,TITULO,PRECIO,GRATUITO,LARGA-DURACION,DIAS-SEMANA,DIAS-EXCLUIDOS,FECHA,FECHA-FIN,HORA,DESCRIPCION,CONTENT-URL,URL-ACTIVIDAD,URL-INSTALACION,NOMBRE-INSTALACION,ACCESIBILIDAD-INSTALACION,CLASE-VIAL-INSTALACION,NOMBRE-VIA-INSTALACION,DISTRITO-INSTALACION,DISTRITO-INSTALACION-wikidata,BARRIO-INSTALACION,BARRIO-INSTALACION-wikidata,CODIGO-POSTAL-INSTALACION,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,AUDIENCIA
12104168,90 Salón de Otoño,Not informed Value,1,1,"L,M,X,J,V,S,D",Not informed Value,2023-10-26T00:00:00Z,2023-11-26T23:59:00Z,Not informed Value,Not informed Value,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cbc606532e1ba810VgnVCM2000001f4a900aRCRD,Not informed Value,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=35e53d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Casa de Vacas (Retiro),1,PASEO,COLOMBIA,Retiro,https://wikidata.org/entity/Q2002296,Jerónimos,https://wikidata.org/entity/Q10306766,28009,441967,4474495,40.41906024374356,-3.6840615387926956,Not informed Value
12120130,A cuatro manos,Gratuito con inscripción previa,0,0,Not informed Value,Not informed Value,2023-10-22T00:00:00Z,2023-10-22T23:59:00Z,11:00,Not informed Value,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e2330982035fa810VgnVCM1000001d4a900aRCRD,Not informed Value,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD,Matadero Madrid,1,PLAZA,LEGAZPI,Arganzuela,https://wikidata.org/entity/Q2000929,La Chopera,https://wikidata.org/entity/Q3773750,28045,440946,4471422,40.39130985242181,-3.6958028442054074,Not informed Value
12110491,A los cuatro vientos,Not informed Value,1,0,Not informed Value,Not informed Value,2023-10-27T00:00:00Z,2023-10-27T23:59:00Z,19:00,Not informed Value,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0a6ad0a10c5da810VgnVCM1000001d4a900aRCRD,Not informed Value,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4a273d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Lope de Vega (Puente de Vallecas),1,CALLE,CONCEJO DE TEVERGA,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Entrevías,https://wikidata.org/entity/Q71756,28053,442974,4470850,40.386296991431074,-3.671858416387963,Not informed Value
12116006,A mi manera,Not informed Value,1,0,Not informed Value,Not informed Value,2023-10-14T00:00:00Z,2023-10-14T23:59:00Z,20:00,Not informed Value,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c320aa10befda810VgnVCM1000001d4a900aRCRD,Not informed Value,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=add63d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural El Pozo del tío Raimundo (Puente de Vallecas),1,AVENIDA,GLORIETAS,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Entrevías,https://wikidata.org/entity/Q71756,28053,443976,4469457,40.37381624358889,-3.6599325731670977,Not informed Value
12060610,A por el littering,Not informed Value,1,0,Not informed Value,Not informed Value,2023-10-26T00:00:00Z,2023-10-26T23:59:00Z,18:00,¿Alguna vez has encontrado determinados tipos de residuos en lugares que no te esperabas? ¿Os habéis fijado cuántos residuos hay por la calle? ¿En el campo? ¿En la playa? ¿Cómo han llegado allí? A través de este juego por equipos descubriremos que es el 'littering' y sus consecuencias. Actividad dirigida para niñas y niños de 6 a 9 años.  Necesaria inscripción previa a través de este enlace a partir de septiembre,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c048a2625bd69810VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b115495b1c6f8810VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2e403d0b5e71c010VgnVCM1000000b205a0aRCRD,Biblioteca Pública Municipal San Blas (San Blas-Canillejas),"1,6",CALLE,SAN ROMAN DEL VALLE,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,Arcos,https://wikidata.org/entity/Q9627876,28037,447249,4474586,40.420231627534996,-3.6218113860909074,/usuario/Niños
12060608,A por el littering,Not informed Value,1,0,Not informed Value,Not informed Value,2023-10-11T00:00:00Z,2023-10-11T23:59:00Z,18:00,¿Alguna vez has encontrado determinados tipos de residuos en lugares que no te esperabas? ¿Os habéis fijado cuántos residuos hay por la calle? ¿En el campo? ¿En la playa? ¿Cómo han llegado allí? A través de este juego por equipos descubriremos que es el 'littering' y sus consecuencias. Actividad dirigida para niñas y niños de 6 a 9 años.  Es necesaria inscripción previa a través de este enlace a partir del 11 de septiembre,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1447014d86d69810VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b115495b1c6f8810VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=17f879262ef5d010VgnVCM1000000b205a0aRCRD,Biblioteca Pública Municipal Pío Baroja (Arganzuela),"1,6",CALLE,ARGANDA,Arganzuela,https://wikidata.org/entity/Q2000929,Las Acacias,https://wikidata.org/entity/Q3319190,28005,439967,4472399,40.40003652682007,-3.7074488154950584,/usuario/Niños
12110746,Abordar y acompañar los duelos en situaciones de asesinato machista,Not informed Value,1,0,Not informed Value,Not informed Value,2023-10-18T00:00:00Z,2023-10-18T23:59:00Z,11:30,Not informed Value,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=51d5f3826d5da810VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b6d6c21858e78710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cb3655d1b6742610VgnVCM1000001d4a900aRCRD,Espacio de Igualdad Elena Arnedo Soriano. Retiro,1,CALLE,ARREGUI Y ARUEJ,Retiro,https://wikidata.org/entity/Q2002296,Adelfas,https://wikidata.org/entity/Q3774001,28007,443307,4472652,40.40254931370529,-3.668092320219012,Not informed Value
12050463,Abre el ojo,Not informed Value,0,1,"M,X,J,V,S,D",Not informed Value,2023-10-05T00:00:00Z,2023-10-29T23:59:00Z,Not informed Value,Not informed Value,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=eeb9e6b609029810VgnVCM1000001d4a900aRCRD,Not informed Value,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba663d0b5e71c010VgnVCM1000000b205a0aRCRD,Fernán Gómez Centro Cultural de la Villa,"1,6",PLAZA,COLON,Salamanca,https://wikidata.org/entity/Q1773521,Recoletos,https://wikidata.org/entity/Q3814551,28001,441472,4475155,40.4249721516942,-3.689948085098791,/usuario/Mayores
12113034,Absorbidos por los móviles,Not informed Value,1,0,Not informed Value,Not informed Value,2023-10-15T00:00:00Z,2023-10-15T23:59:00Z,12:00,Not informed Value,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2b854d3febada810VgnVCM1000001d4a900aRCRD,Not informed Value,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fbd91e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Meseta de Orcasitas (Usera),2,PLAZA,ASOCIACION,Usera,https://wikidata.org/entity/Q953368,Orcasitas,https://wikidata.org/entity/Q3773941,28041,439879,4469031,40.36968950845358,-3.7081679144829076,/usuario/Niños
12105460,Acceso restringido,Not informed Value,1,0,Not informed Value,Not informed Value,2023-10-14T00:00:00Z,2023-10-14T23:59:00Z,19:00,Not informed Value,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6e47b72f2ebba810VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6683b72f2ebba810VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=24be1e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Sociocultural Miguel de Cervantes (San Blas - Canillejas),1,CALLE,ALIAGA,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,Canillejas,https://wikidata.org/entity/Q663013,28022,448148,4476402,40.4366557020283,-3.6113517282299217,/usuario/Niños
12101532,Acciona Open de España presented by Madrid,Not informed Value,0,1,"L,M,X,J,V,S,D",Not informed Value,2023-10-12T00:00:00Z,2023-10-15T23:59:00Z,Not informed Value,Not informed Value,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4397bde1e77aa810VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4f86bde1e77aa810VgnVCM1000001d4a900aRCRD,,,,,,,,,,,,,,,Not informed Value
12090396,Acompañadas de Lucía,Not informed Value,1,1,X,1/11/2023;6/12/2023;,2023-09-20T00:00:00Z,2023-12-27T23:59:00Z,10:00,Not informed Value,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=77221e6fb3f6a810VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9ea3093ddd578810VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1f6bb3c7035da610VgnVCM1000001d4a900aRCRD,Espacio de Igualdad Lucía Sánchez Saornil. San Blas-Canillejas,2,PLAZA,EURIPIDES,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,Canillejas,https://wikidata.org/entity/Q663013,28022,448534,4477771,40.449003967549075,-3.6069161377213526,/usuario/Mujeres
12094320,Activa tu mente. Grupo I,Not informed Value,1,0,Not informed Value,14/9/2023;,2023-10-05T00:00:00Z,2023-10-05T23:59:00Z,12:00,Not informed Value,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b360634bdf28a810VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9aef9a2968719710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7b6882025c4b2610VgnVCM2000001f4a900aRCRD,Espacio de Igualdad Lucrecia Pérez. Fuencarral-El Pardo,1,CALLE,MANRESA,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Valverde,https://wikidata.org/entity/Q31132,28034,441386,4482508,40.49120609425076,-3.6916379633219116,"/usuario/Mujeres,/usuario/Mayores"
12094321,Activa tu mente. Grupo II,Not informed Value,1,0,Not informed Value,21/9/2023;,2023-10-26T00:00:00Z,2023-10-26T23:59:00Z,12:00,Not informed Value,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=db50634bdf28a810VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9aef9a2968719710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7b6882025c4b2610VgnVCM2000001f4a900aRCRD,Espacio de Igualdad Lucrecia Pérez. Fuencarral-El Pardo,1,CALLE,MANRESA,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Valverde,https://wikidata.org/entity/Q31132,28034,441386,4482508,40.49120609425076,-3.6916379633219116,"/usuario/Mujeres,/usuario/Mayores"
11883603,Activadas. Talleres de empleo en el Espacio de Igualdad Carme Chacón,Not informed Value,1,1,M,2/5/2023;,2023-10-17T00:00:00Z,2023-10-31T23:59:00Z,10:30,Not informed Value,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=24be33c757355810VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=294cecaf18b78710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a3ab855a64315610VgnVCM2000001f4a900aRCRD,Espacio de Igualdad Carme Chacón. Hortaleza,1,CALLE,MATAPOZUELOS,Hortaleza,https://wikidata.org/entity/Q1928529,Canillas,https://wikidata.org/entity/Q9694341,28043,444876,4479190,40.46155641637237,-3.6501714580414126,/usuario/Mujeres
12108298,Actividad familiar 'Se buscan agentes de la T.I.A.',Not informed Value,1,0,Not informed Value,Not informed Value,2023-10-06T00:00:00Z,2023-10-06T23:59:00Z,18:30,"Mortadelo y Filemón están preocupados pues, tras la desaparición de su mentor, no encuentran agentes lo suficientemente adecuados para su agencia. Es por ello que solicita a la biblioteca posibles aspirantes a la Agencia T.I.A. pues consideran que es el mejor lugar para encontrar agentes con alto nivel de preparación. La biblioteca, mediante una serie de pruebas de conocimientos y habilidad que realizará por equipos, ayudará a encontrar a los candidatos y candidatas más adecuadas para la agencia. Los que consigan superar las pruebas, tendrán su carné de pertenencia a la T.I.A  Esta actividad está pensada para niñas y niños de 8 a 11 años con su acompañante.  Es necesaria inscripción previa a través de este enlace .",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=54fb73ae750da810VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=866957a49bcca810VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0fce3d0b5e71c010VgnVCM1000000b205a0aRCRD,Biblioteca Pública Municipal Francisco Ibáñez (Chamartín),"1,6",CALLE,MANTUANO,Chamartín,https://wikidata.org/entity/Q1766348,Ciudad Jardín,https://wikidata.org/entity/Q3773744,28002,442766,4477922,40.44810636195716,-3.6762309620097398,"/usuario/Niños,/usuario/Familias"
12124387,Actividades de prevención de salud,Not informed Value,1,0,Not informed Value,Not informed Value,2023-10-06T00:00:00Z,2023-10-06T23:59:00Z,17:00,Not informed Value,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f2a10bf720ffa810VgnVCM1000001d4a900aRCRD,Not informed Value,,,,,,,,,,,,,,,Not informed Value
