PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;BARRIO_WIKIDATA;COD-DISTRITO;DISTRITO;DISTRITO_WIKIDATA;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;EMAIL;TIPO
11882;Centro de Atenci—n Integral a Drogodependientes CAID Norte;Centro de la red asistencial para las adicciones de la Comunidad de Madrid.;De lunes a viernes/ de 9 a 21 horas.;Metro: Tetu‡n (l’nea 1).  Bus: 11.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=91a5d4985261c010VgnVCM1000000b205a0aRCRD;NUESTRA SE„ORA DEL CARMEN;CALLE;V;46;MADRID;MADRID;28039;6;Berruguete;https://wikidata.org/entity/Q11909208;6;Tetu‡n;https://wikidata.org/entity/Q1773540;440306;4479190;40.429;-3.616;913 980 556 / 901 350 350;caidnorte.agad@salud.madrid.org;Centros Asistencia Drogodependientes
11884;Centro de Atenci—n Integral a Drogodependientes CAID Sur-Usera;Centro de la red asistencial para las adicciones de la Comunidad de Madrid.;Lunes a viernes/ de 9 a 21 horas.;Metro: Usera (l’nea 6).  Bus: 78/ 6.  Cercan’as Renfe: Doce de Octubre (l’nea C5).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=00c5d4985261c010VgnVCM1000000b205a0aRCRD;JASPE;CALLE;V;40;MADRID;MADRID;28026;7;Pradolongo;https://wikidata.org/entity/Q10352360;12;Usera;https://wikidata.org/entity/Q953368;439999;4470274;40.461;-3.704;915 003 010 / 915 002 828 / 901 350 350;caiddeusera.agad@salud.madrid.org;Centros Asistencia Drogodependientes
5408374;Centro de Atenci—n Integral a Drogodependientes CAID Vallecas;Centro de la red asistencial para las adicciones de la Comunidad de Madrid.;Lunes a viernes/ de 9 a 21 horas.;Metro: Congosto (l’nea 1).  Bus: 142/ 103.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=eaa91657da473210VgnVCM2000000c205a0aRCRD;CINCOVILLAS;CALLE;V;5;MADRID;MADRID;28051;3;Ensanche de Vallecas;https://wikidata.org/entity/Q3847485;18;Villa de Vallecas;https://wikidata.org/entity/Q1947988;446966;4468750;40.380;-3.706;914 942 828 / 901 350 350;caidvallecas@salud.madrid.org;Centros Asistencia Drogodependientes
11899;Centro de Atenci—n integral sociosanitaria nocturno;;De lunes a domingo de 21 a 8 horas;Metro: Alonso Mart’nez  Bus: 21;Informaci—n Complementaria:   Drogodependientes en fase activa/ — en Programa de Metadona Personas sin hogar Pueden pernoctar;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a946d4985261c010VgnVCM1000000b205a0aRCRD;HERMANOS ALVAREZ QUINTERO;CALLE;V;3;MADRID;MADRID;28004;4;Justicia;https://wikidata.org/entity/Q1992319;1;Centro;https://wikidata.org/entity/Q1763376;440835;4475437;40.367;-3.624;916 035 651;;Centros Asistencia Drogodependientes
5855213;Centro de Atenci—n integral sociosanitario diurno (Cruz Roja);El Centro de atenci—n integral sociosanitario diurno forma parte de la red del Instituto de Adicciones de la Ciudad de Madrid/ presta una atenci—n personalizada individual y/o grupal en rŽgimen ambulatorio a las personas que presentan problemas de abuso o dependencia del alcohol y de otras drogas.;De lunes a viernes de 9 a 17 horas;Metro: Alonso Mart’nez/ L4/ L5/ L10;Forma de acceso: directo;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c5dc3e042111c210VgnVCM2000000c205a0aRCRD;HERMANOS ALVAREZ QUINTERO;CALLE;V;3;MADRID;MADRID;28004;4;Justicia;https://wikidata.org/entity/Q1992319;1;Centro;https://wikidata.org/entity/Q1763376;440835;4475437;40.427;-3.697;914 291 960;ctdcentro@cruzroja.es;Centros Asistencia Drogodependientes
8889;Centro de Diagn—stico MŽdico;;Antes de acudir/ p—ngase en contacto telef—nico con el centro    Horario de invierno    Citas: de lunes a viernes de 8:30 a 14:30 horas  Consulta de ITS/ programa prevenci—n del Sida: horario de admisi—n de pacientes CON cita previa de lunes a viernes de 8 a 9/30 horas en el telŽfono 915885142   Horario de verano    Del 15 de junio al 15 de septiembre: de 8:00 a 14 horas;Metro: Manuel Becerra Bus: 1 / 2 / 12 / 21 / 43 / 48 / 53 / 56 / 74 / 146 / 210 / C;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5a057a7e0a61c010VgnVCM1000000b205a0aRCRD;MONTESA;CALLE;V;22;MADRID;MADRID;28006;5;Lista;https://wikidata.org/entity/Q4779;4;Salamanca;https://wikidata.org/entity/Q1773521;442986;4475588;40.428;-3.672;915 885 100 / 06 (Citas);mspdiagnostico@madrid.es;Centros Prevencion Enfermedades
9176;Centro de donaci—n de sangre de Cruz Roja;;De lunes a viernes/ de 9 a 20:30 horas.;Metro: Guzman El Bueno (l’neas 6 y 7)/ Cuatro Caminos (l’neas 1/ 2 y 6).  Bus: 127/ 44/ 45/ C2/ F/ C1.;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a61f7a7e0a61c010VgnVCM1000000b205a0aRCRD;JUAN MONTALVO;CALLE;V;3;MADRID;MADRID;28040;3;Ciudad Universitaria;https://wikidata.org/entity/Q3319235;9;Moncloa-Aravaca;https://wikidata.org/entity/Q2017682;439802;4477685;40.447;-3.709;914 562 470 / 900 506 819;;Otros Centros Medicos
12020383;Centro de donaci—n de sangre de Cruz Roja Fin de Semana;;Viernes/ s‡bados y domingos: De 10 a 14 y de 17 a 21 horas.     Consultar d’as de cierre puntuales en su p‡gina web.;Metro: Bilbao (l’neas 1 y 4)/ San Bernardo (l’neas 2 y 4).  Bus: 149/ 3/ 37/ 147/ 21/ C03.  Bicimad: Estaciones 4 (calle Manuela Malasa–a/ 5)/ 5 (calle Fuencarral/ 108).  Aparcamiento: Fuencarral (27)/ calle Fuencarral entre 111 y 121.;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=59ed7ea268d48810VgnVCM1000001d4a900aRCRD;FUENCARRAL;CALLE;V;120;MADRID;MADRID;28010;3;Trafalgar;https://wikidata.org/entity/Q10384027;7;Chamber’;https://wikidata.org/entity/Q1763370;440406;4475715;40.429;-3.702;900 506 819;;Otros Centros Medicos
9091;Centro de Especialidades PerifŽrico ArgŸelles;;;Metro: Arg&amp/uuml/elles (l’neas 3/ 4 y 6)/ Ventura Rodr’guez (l’nea 3).  Bus: 62/ 74.  Bicimad: Estaci—n 114 (calle Quintana 13).  Aparcamiento: MarquŽs de Urquijo (63) calle MarquŽs de Urquijo entre calle Princesa y calle Juan çlvarez Mendiz‡bal.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4e657a7e0a61c010VgnVCM1000000b205a0aRCRD;QUINTANA;CALLE;V;11;MADRID;MADRID;28008;2;ArgŸelles;https://wikidata.org/entity/Q64874;9;Moncloa-Aravaca;https://wikidata.org/entity/Q2017682;439158;4475489;40.427;-3.717;913 445 022;;Centros Especialidades Medicas
9093;Centro de Especialidades PerifŽrico Avenida de Portugal;;;Metro: Alto de Extremadura (l’nea 6).  Bus: 31/ 33/ 36/ 39/ 65.  Bicimad: Estaci—n 326 (calle Francisco de Tejada/ 1).;Este Centro presta atenci—n continuada como centro de continuidad de cuidados de enfermer’a s‡bados/ domingos y festivos de 9 a 21 horas.;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d0857a7e0a61c010VgnVCM1000000b205a0aRCRD;PORTUGAL;AVENIDA;V;155;MADRID;MADRID;28011;2;Barrio de Puerta del çngel;https://wikidata.org/entity/Q31142;10;Latina;https://wikidata.org/entity/Q794954;437399;4473658;40.411;-3.737;917 042 697;;Centros Especialidades Medicas
9095;Centro de Especialidades PerifŽrico Carabanchel;;;Metro: Carabanchel Alto (l’nea 11).  Bus: 108/ 118/ 121/ 131/ 47.;Este Centro presta atenci—n continuada como centro de continuidad de cuidados de enfermer’a de lunes a viernes de 21 a 8 horas y los s‡bados/ domingos y festivos 24 horas.;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=63957a7e0a61c010VgnVCM1000000b205a0aRCRD;AGUACATE;CALLE;V;13;MADRID;MADRID;28044;6;Buenavista;https://wikidata.org/entity/Q953929;11;Carabanchel;https://wikidata.org/entity/Q1001991;436498;4469315;40.371;-3.748;915 085 731 (informaci—n);;Centros Especialidades Medicas
6869784;Centro de Especialidades PerifŽrico Emigrantes;;;Metro: Mar de Cristal (l’neas 4 y 8).  Bus: 104/ 171/ T11/ 153/ 112/ 125/ 120/ 172/ 87.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=219b06517038d310VgnVCM2000000c205a0aRCRD;AREQUIPA;CALLE;V;30;MADRID;MADRID;28043;3;Canillas;https://wikidata.org/entity/Q9694341;16;Hortaleza;https://wikidata.org/entity/Q1928529;446052;4479973;40.468;-3.636;913 816 088;;Centros Especialidades Medicas
136605;Centro de Especialidades PerifŽrico Federica Montseny;;;Metro: Miguel Hern‡ndez (l’nea 1).  Bus: 103/ 142/ 143/ 54/ 58/ 144.  Bicimad: Estaci—n 435 (calle San Claudio/ 154).;Este centro presta atenci—n continuada como centro de atenci—n continuada mŽdica de lunes a viernes de 21 a 8 horas y los s‡bados/ domingos y festivos 24 horas.;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f3c215a11a81c010VgnVCM1000000b205a0aRCRD;ALBUFERA;AVENIDA;V;285;MADRID;MADRID;28038;4;Palomeras Sureste;https://wikidata.org/entity/Q10343901;13;Puente de Vallecas;https://wikidata.org/entity/Q2003054;445702;4470966;40.387;-3.639;913 808 426 / 913 808 427;;Centros Especialidades Medicas
9085;Centro de Especialidades PerifŽrico Hermanos Garc’a Noblejas;;;Metro: O'Donnell (l’nea 6).  Bus: C2/ 143/ 156/ 2/ 30/ 56/ 71/ C1/ E4/ E5.  Bicimad: Estaciones 101 (calle Jorge Juan/ 131) y 183 (calle Hermosilla/ 135).;Este centro es dependiente del Hospital Universitario de La Princesa y se atienden los pacientes de forma ambulatoria en consulta externa de diferentes especialidades/ as’ como tratamientos rehabilitadores/ extracciones sangu’neas y otras tŽcnicas diagn—sticas y terapŽuticas. Este Centro presta atenci—n continuada como centro de continuidad de cuidados de enfermer’a s‡bados/ domingos y festivos de 9 a 21 horas.;2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=88b57a7e0a61c010VgnVCM1000000b205a0aRCRD;DOCTOR ESQUERDO;CALLE;V;45;MADRID;MADRID;28028;3;Fuente del Berro;https://wikidata.org/entity/Q3814564;4;Salamanca;https://wikidata.org/entity/Q1773521;443287;4474984;40.423;-3.668;915 742 187 / 915 742 389;;Centros Especialidades Medicas
40266;Centro de Especialidades PerifŽrico JosŽ Marv‡;;;Metro: Valdeacederas (l’nea 1).  Bus: 124/ 66/ 49.  Bicimad: Estaci—n 207 (Azucenas/ 1).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0d51598d1351c010VgnVCM1000000b205a0aRCRD;BRAVO MURILLO;CALLE;V;317;MADRID;MADRID;28020;5;Valdeacederas;https://wikidata.org/entity/Q10388711;6;Tetu‡n;https://wikidata.org/entity/Q1773540;440930;4479429;40.398;-3.668;917 277 070;;Centros Especialidades Medicas
9092;Centro de Especialidades PerifŽrico Modesto Lafuente;;;Metro: Alonso Cano (l’nea 7)/ Gregorio Mara–—n (l’neas 7 y 10).  Bus: 5/ 12/ 45.  Bicimad: Estaci—n 129 (calle JosŽ Abascal/ 33).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1bc57a7e0a61c010VgnVCM1000000b205a0aRCRD;MODESTO LAFUENTE;CALLE;V;21;MADRID;MADRID;28003;5;R’os Rosas;https://wikidata.org/entity/Q10366270;7;Chamber’;https://wikidata.org/entity/Q1763370;440951;4476834;40.463;-3.696;917 042 810;;Centros Especialidades Medicas
9081;Centro de Especialidades PerifŽrico Moratalaz;;;Metro: Pavones (l’nea 9).  Bus: 20/ 30/ 32/ 71/ 8/ 142/ 140/ 144/ E4.  Bicimad: Estaci—n 221 (calle Hacienda de Pavones/ 342).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=30f57a7e0a61c010VgnVCM1000000b205a0aRCRD;HACIENDA DE PAVONES;CALLE;V;348;MADRID;MADRID;28030;1;Pavones;https://wikidata.org/entity/Q71760;14;Moratalaz;https://wikidata.org/entity/Q2076109;446215;4472330;40.440;-3.696;917 733 141;;Centros Especialidades Medicas
9096;Centro de Especialidades PerifŽrico Orcasitas;;;Bus: 116/ 121/ 131/ 6/ 60/ 78/ 81.  Bicimad: Estaci—n 386 (avenida de los Poblados/ 130).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c2067a7e0a61c010VgnVCM1000000b205a0aRCRD;CESTONA;CALLE;V;3;MADRID;MADRID;28041;1;Orcasitas;https://wikidata.org/entity/Q3773941;12;Usera;https://wikidata.org/entity/Q953368;439381;4469367;40.399;-3.633;913 415 262 (Admisi—n) / 913 417 266 (Atenci—n al paciente);;Centros Especialidades Medicas
9086;Centro de Especialidades PerifŽrico Pedro Gonz‡lez Bueno (San Blas);;;Metro: Simancas (l’nea 7)/ Alsacia (l’nea 2).  Bus: 38/ 4/ 48/ 70/ 109/ 165/ 167.  Bicimad: Estaci—n 490 (Hermanos Garc’a Noblejas/ 158).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0d467a7e0a61c010VgnVCM1000000b205a0aRCRD;HERMANOS GARCIA NOBLEJAS;CALLE;V;89;MADRID;MADRID;28037;3;Amposta;https://wikidata.org/entity/Q11905392;20;San Blas-Canillejas;https://wikidata.org/entity/Q2001937;446800;4474947;40.372;-3.714;913 040 760;;Centros Especialidades Medicas
