PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,BARRIO_WIKIDATA,COD-DISTRITO,DISTRITO,DISTRITO_WIKIDATA,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,EMAIL,TIPO
11882,Centro de Atención Integral a Drogodependientes CAID Norte,Centro de la red asistencial para las adicciones de la Comunidad de Madrid.,De lunes a viernes/ de 9 a 21 horas.,Metro: Tetuán (línea 1).  Bus: 11.,,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=91a5d4985261c010VgnVCM1000000b205a0aRCRD,NUESTRA SEÑORA DEL CARMEN,CALLE,V,46,MADRID,MADRID,28039,6,Berruguete,https://wikidata.org/entity/Q11909208,6,Tetuán,https://wikidata.org/entity/Q1773540,440306,4479190,4.05E+21,-3.70E+21,913 980 556 / 901 350 350,caidnorte.agad@salud.madrid.org,/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosAsistenciaDrogodependientes
11884,Centro de Atención Integral a Drogodependientes CAID Sur-Usera,Centro de la red asistencial para las adicciones de la Comunidad de Madrid.,Lunes a viernes/ de 9 a 21 horas.,Metro: Usera (línea 6).  Bus: 78/ 6.  Cercanías Renfe: Doce de Octubre (línea C5).,,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=00c5d4985261c010VgnVCM1000000b205a0aRCRD,JASPE,CALLE,V,40,MADRID,MADRID,28026,7,Pradolongo,https://wikidata.org/entity/Q10352360,12,Usera,https://wikidata.org/entity/Q953368,439999,4470274,4.04E+21,-3.71E+21,915 003 010 / 915 002 828 / 901 350 350,caiddeusera.agad@salud.madrid.org,/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosAsistenciaDrogodependientes
5408374,Centro de Atención Integral a Drogodependientes CAID Vallecas,Centro de la red asistencial para las adicciones de la Comunidad de Madrid.,Lunes a viernes/ de 9 a 21 horas.,Metro: Congosto (línea 1).  Bus: 142/ 103.,,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=eaa91657da473210VgnVCM2000000c205a0aRCRD,CINCOVILLAS,CALLE,V,5,MADRID,MADRID,28051,3,Ensanche de Vallecas,https://wikidata.org/entity/Q3847485,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,446966,4468750,4.04E+20,-3.62E+20,914 942 828 / 901 350 350,caidvallecas@salud.madrid.org,/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosAsistenciaDrogodependientes
11899,Centro de Atención integral sociosanitaria nocturno,,De lunes a domingo de 21 a 8 horas,Metro: Alonso Martínez  Bus: 21,Información Complementaria:   Drogodependientes en fase activa/ ó en Programa de Metadona Personas sin hogar Pueden pernoctar,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a946d4985261c010VgnVCM1000000b205a0aRCRD,HERMANOS ALVAREZ QUINTERO,CALLE,V,3,MADRID,MADRID,28004,4,Justicia,https://wikidata.org/entity/Q1992319,1,Centro,https://wikidata.org/entity/Q1763376,440835,4475437,4.04E+20,-3.70E+20,916 035 651,,/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosAsistenciaDrogodependientes
5855213,Centro de Atención integral sociosanitario diurno (Cruz Roja),El Centro de atención integral sociosanitario diurno forma parte de la red del Instituto de Adicciones de la Ciudad de Madrid/ presta una atención personalizada individual y/o grupal en régimen ambulatorio a las personas que presentan problemas de abuso o dependencia del alcohol y de otras drogas.,De lunes a viernes de 9 a 17 horas,Metro: Alonso Martínez/ L4/ L5/ L10,Forma de acceso: directo,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c5dc3e042111c210VgnVCM2000000c205a0aRCRD,HERMANOS ALVAREZ QUINTERO,CALLE,V,3,MADRID,MADRID,28004,4,Justicia,https://wikidata.org/entity/Q1992319,1,Centro,https://wikidata.org/entity/Q1763376,440835,4475437,4.04E+20,-3.70E+20,914 291 960,ctdcentro@cruzroja.es,/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosAsistenciaDrogodependientes
8889,Centro de Diagnóstico Médico,,Antes de acudir/ póngase en contacto telefónico con el centro    Horario de invierno    Citas: de lunes a viernes de 8:30 a 14:30 horas  Consulta de ITS/ programa prevención del Sida: horario de admisión de pacientes CON cita previa de lunes a viernes de 8 a 9/30 horas en el teléfono 915885142   Horario de verano    Del 15 de junio al 15 de septiembre: de 8:00 a 14 horas,Metro: Manuel Becerra Bus: 1 / 2 / 12 / 21 / 43 / 48 / 53 / 56 / 74 / 146 / 210 / C,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5a057a7e0a61c010VgnVCM1000000b205a0aRCRD,MONTESA,CALLE,V,22,MADRID,MADRID,28006,5,Lista,https://wikidata.org/entity/Q4779,4,Salamanca,https://wikidata.org/entity/Q1773521,442986,4475588,4.04E+20,-3.67E+21,915 885 100 / 06 (Citas),mspdiagnostico@madrid.es,/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosPrevencionEnfermedades
9176,Centro de donación de sangre de Cruz Roja,,De lunes a viernes/ de 9 a 20:30 horas.,Metro: Guzman El Bueno (líneas 6 y 7)/ Cuatro Caminos (líneas 1/ 2 y 6).  Bus: 127/ 44/ 45/ C2/ F/ C1.,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a61f7a7e0a61c010VgnVCM1000000b205a0aRCRD,JUAN MONTALVO,CALLE,V,3,MADRID,MADRID,28040,3,Ciudad Universitaria,https://wikidata.org/entity/Q3319235,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,439802,4477685,4.04E+21,-3.71E+20,914 562 470 / 900 506 819,,/contenido/entidadesYorganismos/CentrosAtencionMedica/OtrosCentrosMedicos
12020383,Centro de donación de sangre de Cruz Roja Fin de Semana,,Viernes/ sábados y domingos: De 10 a 14 y de 17 a 21 horas.     Consultar días de cierre puntuales en su página web.,Metro: Bilbao (líneas 1 y 4)/ San Bernardo (líneas 2 y 4).  Bus: 149/ 3/ 37/ 147/ 21/ C03.  Bicimad: Estaciones 4 (calle Manuela Malasaña/ 5)/ 5 (calle Fuencarral/ 108).  Aparcamiento: Fuencarral (27)/ calle Fuencarral entre 111 y 121.,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=59ed7ea268d48810VgnVCM1000001d4a900aRCRD,FUENCARRAL,CALLE,V,120,MADRID,MADRID,28010,3,Trafalgar,https://wikidata.org/entity/Q10384027,7,Chamberí,https://wikidata.org/entity/Q1763370,440406,4475715,4.04E+20,-3.70E+20,900 506 819,,/contenido/entidadesYorganismos/CentrosAtencionMedica/OtrosCentrosMedicos
9091,Centro de Especialidades Periférico Argüelles,,,Metro: Arg&amp/uuml/elles (líneas 3/ 4 y 6)/ Ventura Rodríguez (línea 3).  Bus: 62/ 74.  Bicimad: Estación 114 (calle Quintana 13).  Aparcamiento: Marqués de Urquijo (63) calle Marqués de Urquijo entre calle Princesa y calle Juan Álvarez Mendizábal.,,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4e657a7e0a61c010VgnVCM1000000b205a0aRCRD,QUINTANA,CALLE,V,11,MADRID,MADRID,28008,2,Argüelles,https://wikidata.org/entity/Q64874,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,439158,4475489,4.04E+20,-3.72E+20,913 445 022,,/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosEspecialidadesMedicas
9093,Centro de Especialidades Periférico Avenida de Portugal,,,Metro: Alto de Extremadura (línea 6).  Bus: 31/ 33/ 36/ 39/ 65.  Bicimad: Estación 326 (calle Francisco de Tejada/ 1).,Este Centro presta atención continuada como centro de continuidad de cuidados de enfermería sábados/ domingos y festivos de 9 a 21 horas.,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d0857a7e0a61c010VgnVCM1000000b205a0aRCRD,PORTUGAL,AVENIDA,V,155,MADRID,MADRID,28011,2,Barrio de Puerta del Ángel,https://wikidata.org/entity/Q31142,10,Latina,https://wikidata.org/entity/Q794954,437399,4473658,4.04E+20,-3.74E+21,917 042 697,,/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosEspecialidadesMedicas
9095,Centro de Especialidades Periférico Carabanchel,,,Metro: Carabanchel Alto (línea 11).  Bus: 108/ 118/ 121/ 131/ 47.,Este Centro presta atención continuada como centro de continuidad de cuidados de enfermería de lunes a viernes de 21 a 8 horas y los sábados/ domingos y festivos 24 horas.,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=63957a7e0a61c010VgnVCM1000000b205a0aRCRD,AGUACATE,CALLE,V,13,MADRID,MADRID,28044,6,Buenavista,https://wikidata.org/entity/Q953929,11,Carabanchel,https://wikidata.org/entity/Q1001991,436498,4469315,4.04E+19,-3.75E+19,915 085 731 (información),,/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosEspecialidadesMedicas
6869784,Centro de Especialidades Periférico Emigrantes,,,Metro: Mar de Cristal (líneas 4 y 8).  Bus: 104/ 171/ T11/ 153/ 112/ 125/ 120/ 172/ 87.,,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=219b06517038d310VgnVCM2000000c205a0aRCRD,AREQUIPA,CALLE,V,30,MADRID,MADRID,28043,3,Canillas,https://wikidata.org/entity/Q9694341,16,Hortaleza,https://wikidata.org/entity/Q1928529,446052,4479973,4.05E+20,-3.64E+20,913 816 088,,/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosEspecialidadesMedicas
136605,Centro de Especialidades Periférico Federica Montseny,,,Metro: Miguel Hernández (línea 1).  Bus: 103/ 142/ 143/ 54/ 58/ 144.  Bicimad: Estación 435 (calle San Claudio/ 154).,Este centro presta atención continuada como centro de atención continuada médica de lunes a viernes de 21 a 8 horas y los sábados/ domingos y festivos 24 horas.,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f3c215a11a81c010VgnVCM1000000b205a0aRCRD,ALBUFERA,AVENIDA,V,285,MADRID,MADRID,28038,4,Palomeras Sureste,https://wikidata.org/entity/Q10343901,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,445702,4470966,4.04E+19,-3.64E+20,913 808 426 / 913 808 427,,/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosEspecialidadesMedicas
9085,Centro de Especialidades Periférico Hermanos García Noblejas,,,Metro: O'Donnell (línea 6).  Bus: C2/ 143/ 156/ 2/ 30/ 56/ 71/ C1/ E4/ E5.  Bicimad: Estaciones 101 (calle Jorge Juan/ 131) y 183 (calle Hermosilla/ 135).,Este centro es dependiente del Hospital Universitario de La Princesa y se atienden los pacientes de forma ambulatoria en consulta externa de diferentes especialidades/ así como tratamientos rehabilitadores/ extracciones sanguíneas y otras técnicas diagnósticas y terapéuticas. Este Centro presta atención continuada como centro de continuidad de cuidados de enfermería sábados/ domingos y festivos de 9 a 21 horas.,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=88b57a7e0a61c010VgnVCM1000000b205a0aRCRD,DOCTOR ESQUERDO,CALLE,V,45,MADRID,MADRID,28028,3,Fuente del Berro,https://wikidata.org/entity/Q3814564,4,Salamanca,https://wikidata.org/entity/Q1773521,443287,4474984,4.04E+20,-3.67E+21,915 742 187 / 915 742 389,,/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosEspecialidadesMedicas
40266,Centro de Especialidades Periférico José Marvá,,,Metro: Valdeacederas (línea 1).  Bus: 124/ 66/ 49.  Bicimad: Estación 207 (Azucenas/ 1).,,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0d51598d1351c010VgnVCM1000000b205a0aRCRD,BRAVO MURILLO,CALLE,V,317,MADRID,MADRID,28020,5,Valdeacederas,https://wikidata.org/entity/Q10388711,6,Tetuán,https://wikidata.org/entity/Q1773540,440930,4479429,4.04E+19,-3.67E+21,917 277 070,,/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosEspecialidadesMedicas
9092,Centro de Especialidades Periférico Modesto Lafuente,,,Metro: Alonso Cano (línea 7)/ Gregorio Marañón (líneas 7 y 10).  Bus: 5/ 12/ 45.  Bicimad: Estación 129 (calle José Abascal/ 33).,,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1bc57a7e0a61c010VgnVCM1000000b205a0aRCRD,MODESTO LAFUENTE,CALLE,V,21,MADRID,MADRID,28003,5,Ríos Rosas,https://wikidata.org/entity/Q10366270,7,Chamberí,https://wikidata.org/entity/Q1763370,440951,4476834,4.05E+20,-3.70E+20,917 042 810,,/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosEspecialidadesMedicas
9081,Centro de Especialidades Periférico Moratalaz,,,Metro: Pavones (línea 9).  Bus: 20/ 30/ 32/ 71/ 8/ 142/ 140/ 144/ E4.  Bicimad: Estación 221 (calle Hacienda de Pavones/ 342).,,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=30f57a7e0a61c010VgnVCM1000000b205a0aRCRD,HACIENDA DE PAVONES,CALLE,V,348,MADRID,MADRID,28030,1,Pavones,https://wikidata.org/entity/Q71760,14,Moratalaz,https://wikidata.org/entity/Q2076109,446215,4472330,4.04E+20,-3.70E+20,917 733 141,,/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosEspecialidadesMedicas
