name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2022_name,ward_2022_code,latitude,longitude,easting,northing
House of Illustration,2 Granary Square King's Cross London,NA,NA,Camden,http://www.houseofillustration.org.uk/,5188521,E09000007,King's Cross,E05013666,51.53592987,-0.122877374,530287.1867000004,183561.1864
V&A Museum of Childhood,Cambridge Heath Road,NA,NA,Tower Hamlets,http://www.museumofchildhood.org.uk/,6039165,E09000030,Bethnal Green,E05009317,51.52854504,-0.053293375,535134.7051999997,182866.19769999944
Ragged School Museum,46-50 Copperfield Road,NA,NA,Tower Hamlets,http://www.raggedschoolmuseum.org.uk/,6048400,E09000030,Mile End,E05009327,51.51815155,-0.03407382,536498.8679999998,181746.04059999995
The Tower of London,St Katharine's & Wapping,London,NA,Tower Hamlets,www.â€‹hrp.â€‹org.â€‹uk/â€‹TowerOfLondon/â€‹,6086565,E09000030,St Katharine's & Wapping,E05009330,51.50776272,-0.074659304,533713.5822000001,180515.90770000033
"Royal Armouries, Tower of London",HM Tower Of London,St Katharine's & Wapping,NA,Tower Hamlets,https://royalarmouries.org/visit-us/tower-of-london,6086565,E09000030,St Katharine's & Wapping,E05009330,51.50776272,-0.074659304,533713.5822000001,180515.90770000033
The Fusilier Museum London,HM Tower of London,35 Tower Hill,St Katharine's & W,Tower Hamlets,www.â€‹fusiliermuseumlondon.â€‹org,6086845,E09000030,St Katharine's & Wapping,E05009330,51.50788027,-0.073602252,533786.5895999996,180530.91139999963
Royal London Hospital Archives and Museum,Church of St Augustine with St Philip,Newark Street,NA,Tower Hamlets,NA,6118397,E09000030,Whitechapel,E05009336,51.5167479,-0.05887063,534782.6848999998,181544.03199999966
Museum of the Royal Pharmaceutical Society,66-68 E Smithfield,NA,,Tower Hamlets,www.â€‹rpsgb.â€‹org/â€‹museum,6136082,E09000030,St Katharine's & Wapping,E05009330,51.50856685,-0.066684113,534264.6392000001,180619.92840000056
Museum of London Docklands,No. 1 Warehouse,West India Quay,NA,Tower Hamlets,http://www.museumoflondon.org.uk/docklands,6151122,E09000030,Canary Wharf,E05009323,51.5071062,-0.022241432,537352.9774000002,180539.92559999973
Trades Union Congress (TUC) Library Collections,Special Collections  London Metropolitan Universit,Wash Houses,Old Castle Street,Tower Hamlets,http://www.londonmet.ac.uk/tuc,6151239,E09000030,Spitalfields & Banglatown,E05009333,51.51526246,-0.072411463,533847.5883999998,181353.99760000035
Kelmscott Manor,26 Upper Mall,Hammersmith,NA,Hammersmith and Fulham,http://www.culture24.org.uk/se000423,34008094,E09000013,Hammersmith Broadway,E05013741,51.49007025,-0.233934067,522708.3980999999,178269.74560000002
Fulham Palace,Fulham Palace,Bishop's Ave,Fulham,Hammersmith and Fulham,www.fulhampalace.org/,34022825,E09000013,Palace & Hurlingham,E05013744,51.47003084,-0.213626422,524172.5334999999,176075.5248000007
Wandle Industrial Museum,The Vestry Hall Annexe,London Road,Mitcham,Merton,http://www.wandle.org/,48083242,E09000024,Cricket Green,E05013813,51.4017516,-0.166466478,527637.8128000004,168563.8147
Museum of Wimbledon,22 Ridgway,Wimbledon,NA,Merton,http://www.wimbledonmuseum.org.uk/,48107954,E09000024,Village,E05013825,51.42283672,-0.215074838,524199.7653000001,170825.05360000022
Wimbledon Lawn Tennis Museum,The All England Lawn Tennis Club,Church Road,Wimbledon,Merton,http://www.wimbledon.com/museum,48129052,E09000024,Village,E05013825,51.43320243,-0.212459281,524353.4992000004,171982.15640000068
Barts Pathology Museum,3rd Floor,Robin Brook Centre  St Bartholomew's ,West Smithfield,City of London,www.qmul.ac.uk/pathologymuseum/,95512892,E09000001,Farringdon Without,E05009305,51.51713619,-0.099433593,531967.3370000003,181513.28759999946
St. Bartholomew's Hospital Museum,North Wing,St Bartholomewâ€™s Hospital,West Smithfield,City of London,https://www.bartshealth.nhs.uk/st-bartholomews-museum-and-archives,95512892,E09000001,Farringdon Without,E05009305,51.51713619,-0.099433593,531967.3370000003,181513.28759999946
Valence House Museum,Becontree Ave,NA,NA,Barking and Dagenham,www.â€‹lbbd.â€‹gov.â€‹uk/â€‹heritage,100002560,E09000002,Valence,E05014069,51.55780231,0.135812252,548156.3575999998,186485.56680000015
Dorich House Museum,Kingston University,67 Kingston Vale,NA,Kingston upon Thames,https://www.dorichhousemuseum.org.uk/,128010892,E09000021,Coombe Hill,E05013932,51.4328253,-0.261523826,520944.11259999964,171858.18679999933
Kingston Museum (and Heritage Service),Wheatfield Way,Kingston upon Thames,NA,Kingston upon Thames,http://www.kingston.gov.uk/museum,128019799,E09000021,Kingston Town,E05013938,51.40903476,-0.298723543,518419.9144000001,169151.84180000052
The Stephens Collection,Avenue House,East End Road,Finchley,Barnet,http://www.london-northwest.com/sites/stephens,200035687,E09000003,Finchley Church End,E05013639,51.59610036,-0.192996205,525258.9903999995,190129.92650000006
Royal Air Force Museum London (RAF),Grahame Park Way,Hendon,NA,Barnet,http://www.rafmuseum.org/,200049886,E09000003,Hendon,E05013643,51.59844565,-0.236591661,522233.2368999999,190316.96360000037
Barnet Museum (and Local History Society),31 Wood Street,Barnet,Hertfordshire,Barnet,www.barnetmuseum.co.uk,200128241,E09000003,High Barnet,E05013644,51.65238108,-0.200717589,524570.1102999998,196375.51410000026
Museum of Domestic Design and Architecture,Middlesex University,9 Boulevard Drive,Beaufort Park,Barnet,http://www.culture24.org.uk/se000059,200141133,E09000003,Colindale South,E05013633,51.59561416,-0.240340162,521981.1995000001,189995.83359999955
Brent Museum and Archives,Willesden Library Centre,95 High Rd,NA,Brent,https://www.brent.gov.uk/museum,202149110,E09000005,Brondesbury Park,E05013498,51.54614396,-0.22734961,523014.3651999999,184516.32489999942
Museum of Enfield,Enfield Museum,The Dugdale Centre Thomas Hardy House,39 London Road,Enfield,http://www.enfield.gov.uk/museum,207007119,E09000010,Town,E05013693,51.64982039,-0.079527242,532960.8011999996,196304.25510000065
The Clockmakers' Museum,Exhibition Road,Kensington,NA,Kensington and Chelsea,http://www.clockmakers.org/,217031151,E09000020,Brompton & Hans Town,E05009389,51.49678399,-0.174916546,526786.8366,179116.79839999974
Leighton House Museum,12 Holland Park Road,NA,NA,Kensington and Chelsea,http://http/www.rbkc.gov.uk/subsites/museums.aspx,217039506,E09000020,Abingdon,E05009388,51.49807644,-0.201521502,524936.6332999999,179214.8191999998
Design Museum,224-238 Kensington High Street (Holland Park),NA,NA,Kensington and Chelsea,http://designmuseum.org/,217044656,E09000020,Campden,E05009390,51.49936312,-0.198585083,525136.9238,179362.91149999946
Kensington Palace (State Apartments and Royal Ceremon,Kensington Palace/Palace Green,NA,NA,Kensington and Chelsea,http://www.hrp.org.uk%0Bwww.kensingtonpalace@hrp.org.uk/,217064431,E09000020,Campden,E05009390,51.50468832,-0.18644659,525964.7383000003,179975.8844000008
National Army Museum,Royal Hospital Road,Chelsea,NA,Kensington and Chelsea,http://www.nam.ac.uk/,217075883,E09000020,Royal Hospital,E05009403,51.48571566,-0.158760019,527939.2362000002,177914.06689999998
RIBA Drawings and Archives Collections,Victoria and Albert Museum,Cromwell Road,Knightsbridge,Kensington and Chelsea,https://www.architecture.com/about/riba-library-and-collections,217108016,E09000020,Brompton & Hans Town,E05009389,51.49639021,-0.170521415,527093.0004000003,179080.62409999967
Natural History Museum,Cromwell Road,NA,NA,Kensington and Chelsea,http://www.nhm.ac.uk/,217108017,E09000020,Brompton & Hans Town,E05009389,51.49605236,-0.175291575,526762.8348000003,179034.7912000008
Carlyle's House,24 Cheyne Row,NA,NA,Kensington and Chelsea,https://www.nationaltrust.org.uk/carlyles-house,217110505,E09000020,Chelsea Riverside,E05009391,51.48361945,-0.168124823,527294.8913000003,177664.65440000035
The Science Museum,Exhibition Rd,Kensington,NA,Kensington and Chelsea,https://www.sciencemuseum.org.uk/,217118723,E09000020,Brompton & Hans Town,E05009389,51.49678399,-0.174916546,526786.8366,179116.79839999974
Victoria and Albert Museum,Cromwell Road,South Kensington,NA,Kensington and Chelsea,http://www.vam.ac.uk/,217119925,E09000020,Brompton & Hans Town,E05009389,51.49643156,-0.170623933,527085.7696000002,179085.04439999908
The Estorick Collection of Modern Italian Art,39A Canonbury Square,NA,NA,Islington,www.â€‹estorickcollection.â€‹com,5300016244,E09000019,Laycock,E05013708,51.54336953,-0.098988883,531922.3575999998,184431.2792000007
John WesleyÊ¼s House and The Museum of Methodism,Wesley's Chapel,49 City Road,NA,Islington,http://www.culture24.org.uk/se000445,5300019876,E09000019,Bunhill,E05013699,51.52307582,-0.085460513,532919.4835000001,182199.0655000005
"Wesleyâ€™s Chapel, Museum of Methodism and John Wesle",49 City Road,NA,NA,Islington,http://www.wesleychapel.org.uk/,5300019879,E09000019,Bunhill,E05013699,51.52325609,-0.084933935,532955.4870999996,182220.06849999912
London Canal Museum,12/13 New Wharf Road,Kingâ€™s Cross,NA,Islington,http://www.canalmuseum.org.uk/,5300066428,E09000019,Caledonian,E05013700,51.53371372,-0.118714556,530582.2211999996,183322.16229999997
Museum of the Order of St John,St Johnâ€™s Gate,26 St John's Ln,NA,Islington,http://www.museumstjohn.org.uk/,5300085644,E09000019,Bunhill,E05013699,51.52141165,-0.100927156,531851.3711999999,181986.03119999915
Whitehall Historic House,1 Malden Road,Cheam,Surrey,Sutton,https://whitehallmuseum.wordpress.com/,5870019263,E09000029,Cheam,E05013758,51.35885564,-0.215642786,524333.4071000004,163709.2684000004
Little Holland House,40 Beeches Ave,Carshalton,NA,Sutton,http://www.sutton.gov.uk/,5870060822,E09000029,Carshalton South & Clockhouse,E05013757,51.35475421,-0.169004517,527591.7998000002,163333.24829999916
Honeywood Museum,Honeywood Walk,Carshalton,Surrey,Sutton,http://www.friendsofhoneywood.co.uk/,5870115967,E09000029,Carshalton Central,E05013756,51.36460606,-0.163496882,527947.8483999996,164438.33860000037
Tate Modern,Bankside,NA,NA,Southwark,http://www.tate.org.uk/modern,10000813334,E09000028,Borough & Bankside,E05011095,51.50710595,-0.097789441,532110.4095000001,180400.88690000027
Fashion and Textile Museum,83 Bermondsey Street,NA,NA,Southwark,http://www.ftmlondon.org/,10000818830,E09000028,London Bridge & West Bermondsey,E05011104,51.50066771,-0.080203629,533349.551,179716.81980000064
Musical Museum,399 High St,Brentford,NA,Hounslow,https://www.musicalmuseum.co.uk/,10001271544,E09000018,Chiswick Riverside,E05013611,51.48739874,-0.291568435,518714.26109999977,177877.76129999943
Museum of Army Music,Royal Military School of Music,Kneller Hall,2 Kneller Rd,Richmond upon Thames,www.army.mod.uk â€º Corps of Army Music â€º The Royal Military School of Music,10002261149,E09000027,Whitton,E05013791,51.45458757,-0.349097154,514802.50370000023,174137.43239999935
Hampton Court Palace,Molesey,East Molesey,NA,Richmond upon Thames,https://www.hrp.org.uk/hampton-court-palace/,10002266633,E09000027,Hampton,E05013778,51.40333861,-0.336075749,515836.61209999956,168458.78859999962
Kew Palace,Royal Botanic Gardens Kew,Richmond,NA,Richmond upon Thames,https://www.hrp.org.uk/kew-palace/,10002266941,E09000027,Kew,E05013782,51.48476211,-0.289611457,518856.97229999956,177587.73870000057
Strawberry Hill House,268 Waldegrave Rd,Twickenham,NA,Richmond upon Thames,http://www.strawberryhillhouse.org.uk/,10002267260,E09000027,South Twickenham,E05013787,51.43770637,-0.333172189,515951.6376,172285.21140000038
Heath Robinson Museum,Pinner Memorial Park,West End Lane,Pinner,Harrow,www.heathrobinsonmuseum.org,10002293329,E09000015,Pinner South,E05013556,51.59197479,-0.385111771,511963.1490000002,189359.7764999997
Headstone Manor & Museum,Headstone Manor,Pinner View,Â Harrow,Harrow,http://www.harrow.gov.uk/info/200070/museums_and_galleries/190/harrow_museum,10002293456,E09000015,Headstone,E05013550,51.59396486,-0.353505542,514147.43680000026,189629.9386
Hackney Museum,1 Reading Lane,NA,NA,Hackney,http://www.hackney.gov.uk/cm-museum.htm,10008313143,E09000012,Homerton,E05009376,51.54397082,-0.054481199,535006.6996999998,184579.3951999992
House Mill,Three Mill Lane,Bromley-by-Bow,NA,Newham,NA,10008997232,E09000025,Stratford,E05013924,51.52689584,-0.005984978,538421.0757999998,182771.11260000058
Royal Museums Greenwich,National Maritime Museum,Greenwich,NA,Greenwich,http://www.rmg.co.uk/,10010231322,E09000011,Greenwich Park,E05014081,51.48063722,-0.002131999,538828.8674999997,177634.52309999987
Eltham Palace,Court Yard,NA,NA,Greenwich,http://www.english-heritage.org.uk/elthampalace,10010235842,E09000011,Eltham Town & Avery Hill,E05014079,51.44646434,0.049538845,542522.9353,173933.67589999922
National Maritime Museum,Romney Road,NA,NA,Greenwich,http://www.rmg.co.uk/national-maritime-museum#,10010243516,E09000011,Greenwich Park,E05014081,51.48042509,-0.003622409,538726.0229000002,177608.1127000004
Charterhouse,Sutton's Hospital,Charterhouse Square,NA,Islington,http://www.thecharterhouse.org/,10023218636,E09000019,Bunhill,E05013699,51.52080505,-0.098458374,532024.3910999997,181923.02329999954
Cinema Museum,"The Masterâ€™s House, The Old Lambeth Workhouse",2 Dugard Way,Kennington,Lambeth,http://www.rmg.co.uk/cuttysark,10023852579,E09000022,Kennington,E05014105,51.49176679,-0.103585874,531752.3805999998,178684.72819999978
Michael Faraday Museum at the Royal Institution,The Royal Institution,21 Albemarle Street,NA,Westminster,http://www.rigb.org/,10033528771,E09000033,West End,E05013808,51.50943533,-0.14097368,529107.0773,180582.92300000042
Tate Britain,Millbank,NA,NA,Westminster,http://www.tate.org.uk/britain,10033538284,E09000033,Vincent Square,E05013807,51.49035804,-0.125600103,530228.2143000001,178488.71839999966
The Society of Antiquaries of London - Burlington Hou,Burlington House,Piccadilly,Mayfair,Westminster,www.â€‹sal.â€‹org.â€‹uk,10033541032,E09000033,St James's,E05013806,51.50822168,-0.138169461,529305.1003,180452.9098000005
Royal Academy of Arts,Burlington House,Piccadilly,NA,Westminster,http://www.royalacademy.org.uk/,10033541035,E09000033,St James's,E05013806,51.50858766,-0.137996003,529316.1010999996,180493.91339999996
Marylebone Cricket Club Museum,Lordâ€™s Ground,NA,NA,Westminster,http://www.lords.org/,10033543781,E09000033,Regent's Park,E05013805,51.52803681,-0.171475242,526938.8217000002,182598.1247000005
The Courtauld Gallery,Somerset House,Strand,NA,Westminster,http://www.courtauld.ac.uk/gallery,10033544134,E09000033,St James's,E05013806,51.51050867,-0.116370226,530811.2627999997,180745.9282000009
Household Cavalry Museum,Horseguards Parade,Whitehall,NA,Westminster,http://www.culture24.org.uk/se000447,10033545888,E09000033,St James's,E05013806,51.50446986,-0.125655069,530184.2005000003,180057.86769999936
Royal Academy of Music Museum,1â€“5 York Gate,Marylebone Road,NA,Westminster,http://www.ram.ac.uk/museum,10033546476,E09000033,Marylebone,E05013801,51.52299939,-0.150758163,528389.9850000003,182074.06680000015
Guards Museum,Wellington Barracks,Birdcage Walk,NA,Westminster,http://www.theguardsmuseum.com/,10033547407,E09000033,St James's,E05013806,51.4990968,-0.136697005,529433.1235999996,179440.81379999965
Banqueting House Whitehall,Whitehall,NA,NA,Westminster,www.hrp.org.uk,10033549112,E09000033,St James's,E05013806,51.50402625,-0.124347466,530276.2110000001,180010.86229999922
Imperial College Healthcare Charity Art Collection at,Ground Floor,Clarence Memorial Wing St Mary's Hosp,Praed Street,Westminster,NA,10033554476,E09000033,Hyde Park,E05013796,51.51688486,-0.172051702,526929.8317,181357.0081999991
The Wallace Collection,Hertford House,Manchester Square,NA,Westminster,http://www.wallacecollection.org/,10033582984,E09000033,Marylebone,E05013801,51.51665878,-0.151317737,528368.9890000001,181368.00070000067
British Optical Association Museum,The College of Optometrists,41-42 Craven St,NA,Westminster,https://www.college-optometrists.org/the-college/museum.html,10033590012,E09000033,St James's,E05013806,51.50733274,-0.123773966,530306.5807999996,180379.56689999998
Anaesthetesia Heritage Centre,21 Portland Pl,Marylebone,NA,Westminster,https://www.aagbi.org/education/heritage-centre/anaesthesia-museum,10033598850,E09000033,West End,E05013808,51.51888307,-0.143529719,528903.0450999998,181629.02229999937
London Transport Museum,39 Wellington Street,NA,NA,Westminster,http://www.ltmuseum.co.uk/,10033620435,E09000033,St James's,E05013806,51.51161339,-0.119639726,530581.2364999996,180862.94070000015
Museum of the Royal Philatelic Society London,Royal Philatelic Society London,41 Devonshire Place,Marylebone,Westminster,http://www.rpsl.org.uk/,10033629406,E09000033,Marylebone,E05013801,51.52096728,-0.14850506,528552.0045999996,181852.0451999996
Churchill War Rooms,Clive Steps,King Charles Street,NA,Westminster,http://iwm.org.uk/,10033636263,E09000033,St James's,E05013806,51.50166677,-0.127796465,530043.568,179742.35840000026
Havering Museum,19-21 High St,Romford,NA,Havering,www.haveringmuseum.org.uk/,10070706838,E09000016,St Edward's,E05013983,51.5774139,0.181204103,551237.6787999999,188759.11500000022
Marble Hill House,Richmond Rd,Twickenham,NA,Richmond upon Thames,http://www.culture24.org.uk/se000472,10070709920,E09000027,Twickenham Riverside,E05013789,51.44900128,-0.311746658,517411.7527999999,173575.37939999998
Museum of Richmond,Old Town Hall,Whittaker Avenue,Richmond,Richmond upon Thames,www.â€‹museumofrichmond.â€‹com,10070710719,E09000027,South Richmond,E05013786,51.45830224,-0.305011527,517855.80879999977,174620.4857999999
World Rugby Museum,Twickenham Stadium,Rugby Road,Twickenham,Richmond upon Thames,http://www.rfu.com/museum,10070721329,E09000027,St Margarets & North Twickenham,E05013785,51.4547979,-0.33915697,515492.5723000001,174176.44150000066
Islington Museum,Â 245 St John St,Clerkenwell,NA,Islington,NA,10091003195,E09000019,Clerkenwell,E05013702,51.52597704,-0.102943118,531698.3505999995,182490.08060000092
Bentley Priory Museum,Mansion House Drive Stanmore,NA,NA,Harrow,www.bentleypriory.org,10091091981,E09000015,Stanmore,E05013560,51.62601154,-0.331493386,515590.6755999997,193228.23189999908
Black Cultural Archives,1 Windrush Square,NA,NA,Lambeth,www.bcaheritage.org.uk,10091118537,E09000022,Brixton Windrush,E05014098,51.45999969,-0.11299205,531190.4264000002,175135.32459999993
Redbridge Museum,Redbridge Central Library,Clements Road,lford,Redbridge,redbridgefirstworldwar.org.uk,10091799736,E09000026,Clementswood,E05011240,51.55755549,0.076933039,544075.8660000004,186340.56909999996
Horniman Museum and Gardens,100 London Road,Forest Hill,NA,Lewisham,http://www.horniman.ac.uk/,10091839078,E09000023,Forest Hill,E05013722,51.44061193,-0.059150882,534987.7276999997,173077.21800000034
Library and Museum of Freemasonry,Freemasons' Hall,60 Great Queen Street,NA,Camden,http://www.freemasonry.london.museum/,10091860258,E09000007,Holborn & Covent Garden,E05013662,51.51465144,-0.119529012,530580.2337999996,181200.97140000015
Charles Dickens Museum,48 Doughty St,London,NA,Camden,https://dickensmuseum.com/,10091862283,E09000007,Holborn & Covent Garden,E05013662,51.52309009,-0.114654399,530894.2627999997,182148.0547000002
Crossness Engines,The Old Works. Thames Water S.T.W.,Bazalgette Way,Abbey Wood,Bexley,http://www.crossness.org.uk/,10091915267,E09000004,Thamesmead East,E05011232,51.50529066,0.13561791,548313.2433000002,180645.9768000003
National Portrait Gallery,St Martinâ€™s Place,NA,NA,Westminster,http://www.npg.org.uk/,100023431366,E09000033,St James's,E05013806,51.50888716,-0.126871767,530087.1851000004,180546.91420000046
Hunterian Museum at the Royal College of Surgeons,Royal College of Surgeons,35-43 Lincolnâ€™s Inn Fields,NA,Westminster,http://www.medicalmuseums.org/,10091945440,E09000033,St James's,E05013806,51.51477419,-0.114291539,530943.2740000002,181223.97049999982
Anatomy and Pathology Museum,35-43 Lincoln's Inn Fields,NA,NA,Westminster,https://www.rcseng.ac.uk/,10091945440,E09000033,St James's,E05013806,51.51477419,-0.114291539,530943.2740000002,181223.97049999982
Kenwood House (known as the Iveagh Bequest),Hampstead Ln,Highgate,NA,Camden,http://www.culture24.org.uk/mw387,10091954503,E09000007,Highgate,E05013661,51.57082353,-0.166020721,527197.8458000002,187365.60239999928
Hall Place and Gardens,Bourne Road,Bexley,Kent,Bexley,https://www.hallplace.org.uk/,100020195288,E09000004,Crayford,E05011222,51.44750903,0.16186577,550324.6211999999,174274.2463000007
Museum of the Home,136 Kingsland Road,London,NA,Hackney,http://www.geffrye-museum.org.uk/,100021051873,E09000012,Haggerston,E05009375,51.53104717,-0.074657422,533645.5502000004,183105.1774000004
Ham House and Garden,Ham House and Garden,Ham St,Richmond-upon-Tham,Richmond upon Thames,https://www.nationaltrust.org.uk/ham-house-and-garden,100022307688,E09000027,"Ham, Petersham & Richmond Riverside",E05013777,51.4431649,-0.314897784,517207.7422000002,172921.29920000024
Orleans House Gallery,Riverside,Twickenham,NA,Richmond upon Thames,http://www.richmond.gov.uk/arts,100022344488,E09000027,Twickenham Riverside,E05013789,51.44681783,-0.317512279,517016.71860000025,173323.34809999913
romley Historic Collections (at Bromley Central Libra,Â High St,Bromley,NA,Bromley,NA,100022886980,E09000006,Bromley Town,E05013991,51.40324078,0.016066784,540329.3874000004,169062.75699999928
Bethlem Museum of the Mind,Bethlem Royal Hospital,Monks Orchard Road,NA,Bromley,http://museumofthemind.org.uk/,100022894353,E09000006,Kelsey & Eden Park,E05013999,51.38039353,-0.028155004,537321.9030999998,166438.4609999992
Dr. Johnson's House,17 Gough Square,NA,NA,City of London,http://www.drjohnsonshouse.org/,100022935908,E09000001,Castle Baynard,E05009297,51.51452396,-0.106575808,531479.3340999996,181209.9645000007
Walthamstow Pumphouse Museum,10 S Access Rd,Walthamstow,NA,Waltham Forest,http://e17pumphouse.org.uk/,100022984152,E09000031,St James,E05013899,51.57620829,-0.033171337,536387.8998999996,188203.73010000028
Vestry House Museum,Vestry Road,NA,NA,Waltham Forest,http://www.walthamforest.gov.uk/vestry-house,100022986430,E09000031,Hoe Street,E05013893,51.58350852,-0.011143846,537892.0643999996,189056.82689999975
 Sutton House and Breaker's Yard,2 & 4 Homerton High St,NA,NA,Hackney,www.â€‹nationaltrust.â€‹org.â€‹uk/â€‹sutton-â€‹house,100023022522,E09000012,Homerton,E05009376,51.54797778,-0.048814315,535387.7472000001,185035.43459999934
The Garden Museum,5 Lambeth Palace Rd,Lambeth,NA,Lambeth,www.â€‹gardenmuseum.â€‹org.â€‹uk,100023225605,E09000022,Waterloo & South Bank,E05014118,51.49453609,-0.118613722,530701.2666999996,178965.76180000044
Ranger's House,Chesterfield Walk,Lewisham,NA,Greenwich,http://www.english-heritage.org.uk/visit/places/rangers-house-the-wernher-collection/,100023227777,E09000011,Greenwich Park,E05014081,51.47289476,-1.71e-5,538999.2544999998,176777.5753000006
Fan Museum,12 Crooms Hill,NA,NA,Greenwich,https://www.thefanmuseum.org.uk/,100023227937,E09000011,Greenwich Park,E05014081,51.47846443,-0.006612863,538524.3178000003,177384.4333999995
The Old Royal Naval College,King William Walk,Greenwich,NA,Greenwich,www.â€‹ornc.â€‹org,100023228558,E09000011,Greenwich Park,E05014081,51.48245234,-0.004804325,538637.8057000004,177831.30519999936
Mall Galleries,The Mall,17 Carlton House Terrace,NA,Westminster,http://www.mallgalleries.org.uk/,100023349548,E09000033,St James's,E05013806,51.50619817,-0.128567343,529977.176,180244.8861999996
