name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2022_name,ward_2022_code,latitude,longitude,easting,northing
Royal Opera House - The Linbury Studio Theatre and Fo,35-36 Bow Street,,,Westminster,http://www.roh.org.uk,10033547198,E09000033,St James's,E05013806,51.51304711,-0.122653705,530368.0115999999,181017.00320000015
Rudolf Steiner House,35 Park Road,,,Westminster,http://www.rsh.anth.org.uk,200001772116,E09000033,Regent's Park,E05013805,51.52489743,-0.160555743,527705.0121999998,182268.00290000066
Savoy Theatre,2 Savoy Court,,,Westminster,http://www.savoytheatre.org,100023612110,E09000033,St James's,E05013806,51.51016784,-0.12086983,530500.0120000001,180700.0022
Shaftesbury Theatre,210 Shaftesbury Avenue,,,Camden,http://www.shaftesburytheatre.com,5038488,E09000007,Holborn & Covent Garden,E05013662,51.51627657,-0.126095341,530120.0113000004,181370.00280000083
Shaw Theatre,100-110 Euston Road,,,Camden,http://www.shaw-theatre.com,5083194,E09000007,St Pancras & Somers Town,E05013669,51.52864677,-0.12811024,529945.0118000004,182742.00269999914
Southwark Playhouse,77-85 Newington Causeway,,,Southwark,http://www.southwarkplayhouse.co.uk,200003374411,E09000028,Chaucer,E05011098,51.49750075,-0.098224093,532108.0121999998,179332.00280000083
The King's Head Theatre,115 Upper Street,,,Islington,http://www.kingsheadtheatrepub.co.uk,5300094557,E09000019,St Mary's & St James',E05013710,51.53830316,-0.102810177,531672.0125000002,183861.00070000067
The Lion and Unicorn Theatre,42-44 Gaisford Street,,,Camden,http://www.thelionandunicornnw5.co.uk,5082943,E09000007,Kentish Town South,E05013664,51.54809015,-0.138922711,529140.0119000003,184885.00239999965
The O2 Arena,Peninsula Square,,,Greenwich,https://www.theo2.co.uk,10010228254,E09000011,Greenwich Peninsula,E05014082,51.50292054,0.003185639,539130.2214000002,180122.50310000032
 Phoenix Arts Club,1 Phoenix Street,,,Westminster,http://www.phoenixartistclub.com,10033531800,E09000033,St James's,E05013806,51.50959927,-0.128617607,529964.0120999999,180623.00269999914
The Rosemary Branch,2A Shepperton Road,,,Islington,http://www.rosemarybranchtheatre.co.uk,5300082551,E09000019,Canonbury,E05013701,51.53762241,-0.08693312,532775.0115999999,183813.99750000052
The Royal Albert Hall,9 Kensington Gore,,,Westminster,https://www.royalalberthall.com,100023378047,E09000033,Knightsbridge & Belgravia,E05013797,51.50126863,-0.17751559,526594.0120999999,179611.00290000066
The Scoop at More London,Queen's Walk,,,Southwark,,10013532078,E09000028,London Bridge & West Bermondsey,E05011104,51.50503006,-0.079257609,533402.4720000001,180203.64039999992
The Yard,"Unit 2A, Queens Yard",,,Tower Hamlets,https://theyardtheatre.co.uk,6077552,E09000030,Bow East,E05009319,51.54263859,-0.023382441,537167.0120999999,184489.00329999998
Theatre Royal Drury Lane,Catherine St,,,Westminster,http://www.reallyusefultheatres.co.uk/our-theatres/theatre-royal?utm_source=theatreroyalboxoffice.co.uk,10033555899,E09000033,St James's,E05013806,51.51287517,-0.120340416,530529.0116999997,181002.00280000083
White Bear Theatre,138 Kennington Park Road,,,Lambeth,http://www.whitebearkennington.co.uk,100021856679,E09000022,Kennington,E05014105,51.48690516,-0.108099695,531453.0126999998,178136.00320000015
Testbed 1,33 Parkgate Road,,,Wandsworth,http://testbed1.com,100023587064,E09000032,Battersea Park,E05014010,51.47883271,-0.168329134,527294.0121999998,177132.00229999982
The Other Palace,12 Palace Street,,,Westminster,https://www.theotherpalace.co.uk,10033568019,E09000033,St James's,E05013806,51.49871015,-0.142261336,529048.0127999997,179388.00239999965
Winston Churchill Theatre,Manor Farm,,,Hillingdon,http://www.hillingdontheatres.uk,100023034034,E09000017,Ruislip,E05013577,51.5789453,-0.428743514,508972.0125000002,187845.00709999911
Waterloo East Theatre,19 Brad Street,,,Lambeth,http://www.waterlooeast.co.uk,10000445872,E09000022,Waterloo & South Bank,E05014118,51.50406716,-0.110011288,531271.0118000004,180041.00290000066
St John's Smith Square,St John's Smith Square,,,Westminster,https://www.sjss.org.uk,10033557786,E09000033,St James's,E05013806,51.49590593,-0.127089782,530109.0135000004,179103.00290000066
St John's Church,Grove Ln,,,Kingston upon Thames,http://www.stjohnskingston.co.uk,128008048,E09000021,Kingston Town,E05013938,51.40308542,-0.300754207,518294.0159,168486.99840000086
Theatre Royal Haymarket,18 Suffolk Street,,,Westminster,http://www.trh.co.uk,100023605397,E09000033,St James's,E05013806,51.50863453,-0.131279929,529782.0121999998,180511.00249999948
Church Hall of the Church of the Holy Apostles,47 Cumberland Street,,,Westminster,http://www.holyapostlespimlico.org,10033527293,E09000033,Pimlico South,E05013803,51.4884578,-0.143355213,529001.0142999999,178246.00320000015
The Gallery at The Hospital Club,24 Endell Street,,,Camden,http://www.thehospitalclub.com,5109164,E09000007,Holborn & Covent Garden,E05013662,51.51489401,-0.124552288,530231.0115,181219.00290000066
"Asylum, Caroline Gardens Chapel",12 Asylum Road,,,Southwark,http://maverickprojects.co.uk/asylum/weddings/,200003492048,E09000028,Old Kent Road,E05011109,51.47893357,-0.060530333,534779.0133999996,177336.00269999914
Kings Place,90 York Way,,,Islington,http://www.kingsplace.co.uk,10012790864,E09000019,Caledonian,E05013700,51.53499869,-0.121548397,530382.0120999999,183460.0033999998
The Vaults,7AD Leake St,,,Lambeth,https://www.thevaults.london,10091121720,E09000022,Waterloo & South Bank,E05014118,51.50197488,-0.115285479,530910.9822000004,179798.90240000002
Landmark Arts Centre,1 Cloister Close,,,Richmond upon Thames,http://www.landmarkartscentre.org,10024344794,E09000027,Teddington,E05013788,51.4280867,-0.324626903,516570.01400000043,171229.00200000033
The Bussey Building AKA The CLF Art Cafe,133 Rye Lane,,,Southwark,https://www.clfartcafe.org,200003393120,E09000028,Rye Lane,E05011113,51.469934,-0.067363425,534330.9516000003,176322.70240000077
Adelphi Theatre,Strand,,,Westminster,http://www.reallyusefultheatres.co.uk/our-theatres/adelphi/,10033579363,E09000033,St James's,E05013806,51.51006,-0.12287,530361.5281999996,180684.4489999991
Apollo Theatre,31 Shaftesbury Avenue,,,Westminster,https://www.nimaxtheatres.com/apollo-theatre/,10033548808,E09000033,West End,E05013808,51.5115007,-0.13338199,529628.0120999999,180826.00170000084
Bridewell Theatre,Fleet Street,,,City of London,http://www.sbf.org.uk/theatre,95511225,E09000001,Castle Baynard,E05009297,51.51349205,-0.105023493,531590.0113000004,181098.00290000066
Shakespeare's Globe Theatre,21 New Globe Walk,,,Southwark,http://www.shakespearesglobe.com,200003377200,E09000028,Borough & Bankside,E05011095,51.50811239,-0.09657156,532192.0118000004,180515.00039999932
Rich Mix,35-47 Bethnal Green Road,,,Tower Hamlets,https://www.richmix.org.uk,6150258,E09000030,Weavers,E05009335,51.52435934,-0.073275203,533761.0115999999,182364.00290000066
Putney Arts Theatre,Ravenna Rd,,,Wandsworth,http://www.putneyartstheatre.org.uk,100023314898,E09000032,West Putney,E05014030,51.46128657,-0.220223039,523738.0122999996,175092.00290000066
"The Michaelis Building, Froebel College, University o",Froebel College,University of Roehampton,Froebel Lane,Wandsworth,,10033238647,E09000032,Roehampton,E05014017,51.45610039,-0.247269507,521873.01209999993,174470.00269999914
Dragon Hall ,17 Stukeley Street,,,Camden,https://www.dragonhall.org.uk/main-hall/,5128852,E09000007,Holborn & Covent Garden,E05013662,51.5166264,-0.122665013,530357.0115,181415.00310000032
Westminster Kingsway College Theatre,211 Gray's Inn Road,,,Camden,http://www.westking.ac.uk/subject/performing-arts/,5155126,E09000007,King's Cross,E05013666,51.52690563,-0.118767654,530598.0119000003,182565.00290000066
Poplar Union,2 Cotall St,,,Tower Hamlets,https://poplarunion.com,6194894,E09000030,Lansbury,E05009325,51.51559973,-0.02298261,537276.0118000004,181483.0011
"The Pit, Barbican Centre",1C Silk St,,,City of London,http://www.barbican.org.uk/theatre,95512046,E09000001,Cripplegate,E05009302,51.51996227,-0.094104542,532328.8726000004,181837.16789999977
Soho Theatre,21 Dean Street,,,Westminster,http://www.sohotheatre.com,100023472522,E09000033,West End,E05013808,51.51450305,-0.132740339,529664.0119000003,181161.00200000033
Danceworks,16 Balderton Street,,,Westminster,http://danceworks.net,100023474423,E09000033,West End,E05013808,51.51318751,-0.152452465,528300.0115999999,180980.00239999965
Wilton's Music Hall,1 Graces Alley,,,Tower Hamlets,http://www.wiltons.org.uk,6006845,E09000030,Whitechapel,E05009336,51.51061305,-0.066937948,534241.0120000001,180847.00310000032
Chicken Shed,290 Chase Side,,,Enfield,http://www.chickenshed.org.uk,207078080,E09000010,Cockfosters,E05013678,51.64443614,-0.145241925,528430.0094999997,195588.00290000066
Electric Brixton,Town Hall Parade,,,Lambeth,http://electricbrixton.uk.com,200000455751,E09000022,Brixton Acre Lane,E05014095,51.46019347,-0.116833605,530923.0115999999,175150.00200000033
Hackney Empire,291 Mare Street,,,Hackney,https://hackneyempire.co.uk/hire/spaces/,100023014084,E09000012,Hackney Central,E05009372,51.54552162,-0.055477861,534933.0131000001,184750.0075000003
ACS Dance Centre,66 Albert Rd,,,Havering,http://www.anthonycliffordstudios.co.uk,100023211192,E09000016,St Alban's,E05013981,51.57360449,0.18990651,551853.3222000003,188353.55169999972
Landor Theatre,70 Landor Pub,,,Lambeth,http://www.thelandorpub.com,100021861916,E09000022,Clapham East,E05014100,51.46566493,-0.126053013,530267.0108000003,175742.00210000016
The Saw Swee Hock Centre - Weston Studio,1 Portugal Street,,,Westminster,https://sawsweehockcentre.com,10033621876,E09000033,St James's,E05013806,51.51463833,-0.117572622,530716.0116999997,181203.00280000083
London Metropolitan University Graduate Centre,182-198 Holloway Rd,,,Islington,http://www.londonmet.ac.uk/contact-us/how-to-find-us/tower-building/graduate-centre/,5300047823,E09000019,Arsenal,E05013697,51.55147327,-0.110354203,531111.0115999999,185311.99510000087
Kenneth More Theatre,Kenneth More Road,,,Redbridge,www.kmtheatre.co.uk/hire-us/,100023043000,E09000026,Ilford Town,E05011246,51.55867744,0.075240584,543955.0115,186462.00129999965
Pinner Village Hall,11 Chapel Lane,,,Harrow,https://www.pinnervillagehall.org.uk,200000320298,E09000015,Pinner South,E05013556,51.59325663,-0.384014347,512036.01209999993,189504.00239999965
The Space,269 West Ferry Road,,,Tower Hamlets,http://www.space.org.uk,6060149,E09000030,Island Gardens,E05009324,51.49216667,-0.024198973,537262.0114000002,178874.99990000017
Lift Islington - Platform Theatre,2 Tiltman Place,,,Islington,http://www.platformislington.org.uk,10012794343,E09000019,Finsbury Park,E05013703,51.56142487,-0.115741604,530709.0119000003,186409.00119999982
Etcetera Theatre,265 Camden High Street,,,Camden,http://www.etceteratheatre.com,5007472,E09000007,Camden Town,E05013655,51.54059409,-0.144275957,528790.0121999998,184042.00290000066
Royal Academy of Dramatic Art (RADA),18-22 Chenies St,,,Camden,https://www.rada.ac.uk,5136140,E09000007,Bloomsbury,E05013653,51.52088928,-0.13226279,529679.0109000001,181872.00359999947
Tristan Bates Theatre (TBT),1a Tower Street,,,Camden,https://www.tristanbatestheatre.co.uk,5077305,E09000007,Holborn & Covent Garden,E05013662,51.51336223,-0.128304785,529975.0115999999,181042.00269999914
Watermans Arts Centre,40 High Stree,,,Hounslow,https://www.watermans.org.uk,100023407377,E09000018,Brentford East,E05013607,51.48576836,-0.298042371,518269.0142000001,177685.9997000005
New Wimbledon Theatre,93 The Broadway,,,Merton,http://newwimbledontheatre.net,48008413,E09000024,Abbey,E05013810,51.41914644,-0.201365109,525162.9820999997,170437.99290000089
Sadler's Wells Theatre,Roseberry Ave,,,Islington,http://www.sadlerswells.com,5300080047,E09000019,Clerkenwell,E05013702,51.52942925,-0.106264614,531458.0124000004,182868.00119999982
Uxbridge College,34 College Way,,,Hillingdon,https://www.uxbridge.ac.uk,10003002623,E09000017,Wood End,E05013582,51.5162788,-0.411430057,510323.017,180902.0002999995
Unicorn Theatre,147 Tooley Street,,,Southwark,unicorn theatre,10009804074,E09000028,London Bridge & West Bermondsey,E05011104,51.50384193,-0.080639895,533310.0120000001,180069.00009999983
The Gate Theatre,11 Pembridge Road,,,Kensington and Chelsea,https://www.gatetheatre.co.uk/?spektrix_bounce=true,217065685,E09000020,Pembridge,E05009400,51.50952947,-0.197663819,525173.0126999998,180495.00280000083
London Dance Academy,51 Central Street,,,Islington,http://londondanceacademy.co.uk,5300017733,E09000019,Bunhill,E05013699,51.52555915,-0.096622223,532138.0131000001,182454.99829999916
Hoxton Hall,130 Hoxton Street,,,Hackney,www.hoxtonhall.co.uk/category/hire/,100023135707,E09000012,Hoxton East & Shoreditch,E05009377,51.53177145,-0.0799838,533274.0126999998,183175.99899999984
Arcola Theatre,24 Ashwin Street,,,Hackney,http://www.arcolatheatre.com,10008321023,E09000012,Dalston,E05009370,51.54691315,-0.074947347,533579.0088999998,184869.00520000048
Bhavan Centre,4a Castletown Road,,,Hammersmith and Fulham,http://www.bhavan.net,34140084,E09000013,West Kensington,E05013751,51.4897635,-0.207043433,524576.0148999998,178281.00329999998
The Tabard Theatre,2 Bath Road,,,Hounslow,http://www.tabardtheatre.co.uk,200002818754,E09000018,Chiswick Homefields,E05013610,51.49569249,-0.254641421,521255.9523,178860.49230000004
Chisenhale Dance Space,64-84 Chisenhale Road,,,Tower Hamlets,http://www.chisenhaledancespace.co.uk,6719953,E09000030,Bow West,E05009320,51.53308803,-0.039708154,536063.4515000004,183396.53419999965
Polka Theatre for Children,240 The Broadway,,,Merton,https://polkatheatre.com/home/about-us/contact-us/,48008566,E09000024,Abbey,E05013810,51.41973108,-0.194975806,525605.6235999996,170513.92259999923
Studio Wayne McGregor,14 East Bay lane,,,Hackney,http://waynemcgregor.com,10008348301,E09000012,Hackney Wick,E05009374,51.54744385,-0.024066959,537105.1114999996,185022.07279999927
Stratford Circus,Theatre Square,,,Newham,https://stratford-circus.com,10008996899,E09000025,Stratford,E05013924,51.5427166,0.001743614,538909.0311000003,184545.04150000028
Clean Break,2 Patshull Road,,,Camden,http://www.cleanbreak.org.uk,5001418,E09000007,Kentish Town South,E05013664,51.54692186,-0.140672301,529022.0120000001,184752.00290000066
Lawrence Hall,West London University,St Mary's Rd,,Ealing,http://www.uwl.ac.uk,12153715,E09000009,Ealing Common,E05013521,51.50656547,-0.304688388,517754.0126,179988.00320000015
Brentside,377 Greenford Avenue,,,Ealing,http://www.brentsidehigh.ealing.sch.uk,12141082,E09000009,North Hanwell,E05013529,51.52655631,-0.33995693,515256.01130000036,182155.00249999948
Union Theatre,204 Union Street,,,Southwark,https://www.unicorntheatre.com,200003354927,E09000028,Borough & Bankside,E05011095,51.50375651,-0.101911697,531834.0114000002,180021.0030000005
Harrow Arts Centre,171 Uxbridge Road,,,Harrow,,200000319916,E09000015,Hatch End,E05013549,51.60848854,-0.363803161,513398.01180000044,191229.0014999993
The Young Vic,66 The Cut,,,Lambeth,https://www.youngvic.org,100023226258,E09000022,Waterloo & South Bank,E05014118,51.50327691,-0.107291849,531462.0115999999,179958.00320000015
"The Old Church , Stoke Newington",207B Church Street,,,Hackney,http://theoldchurch.org.uk,100021076029,E09000012,Clissold,E05009369,51.56041201,-0.084880748,532851.0122999996,186352.0025999993
Oxford House Theatre,87 Derbyshire Street,,,Tower Hamlets,http://www.oxfordhouse.org.uk,6089004,E09000030,St Peter's,E05009331,51.52636805,-0.061484047,534573.0115,182609.00390000083
Churchill Theatre: Magpie Dance,118 High Street,,,Bromley,http://www.magpiedance.org.uk,100022886981,E09000006,Bromley Town,E05013991,51.403765,0.014474247,540217.0181999998,169118.0066999998
Higham Hill Hub,Higham Hill Park,Hecham Close,,Waltham Forest,http://highamhillhub.org.uk,10091185782,E09000031,Higham Hill,E05013892,51.59712882,-0.037580749,536020.0136000002,190522.00439999998
Dance Umbrella - Somerset House, Somerset House,West Wing,Strand,Westminster,http://www.danceumbrella.co.uk,100023432985,E09000033,St James's,E05013806,51.51102034,-0.117952415,530700.0119000003,180800.0022
Harris Academy Purley,Kendra Hall Road,,,Croydon,http://www.harrispurley.org.uk,100022910696,E09000008,Purley Oaks & Riddlesdown,E05011477,51.35324715,-0.10931616,531752.0118000004,163271.0019000005
Candoco Dance Company,2 Wood Lane,,,Harrow,http://www.candoco.co.uk,10070269989,E09000015,Stanmore,E05013560,51.6302468,-0.31023884,517050.93180000037,193733.03309999965
Bernie Grant Arts Centre,Town Hall Approach,,,Haringey,http://www.berniegrantcentre.co.uk,10003985252,E09000014,Tottenham Central,E05013601,51.58747503,-0.073075943,533590.0121999998,189383.00239999965
Arts Theatre,6-7 Great Newport Street,,,Westminster,https://artstheatrewestend.co.uk,100023431531,E09000033,St James's,E05013806,51.51211816,-0.127548734,530031.0116999997,180905.00269999914
Conway Hall,25 Red Lion Square,,,Camden,https://conwayhall.org.uk,5048256,E09000007,Holborn & Covent Garden,E05013662,51.51979404,-0.118311294,530650.0115999999,181775.00349999964
"Compass Theatre, Hillingdon",45 Glebe Ave,,,Hillingdon,http://www.hillingdontheatres.uk,100023413466,E09000017,Ickenham & South Harefield,E05013573,51.56218624,-0.440386739,508205.0119000003,185964.00200000033
The Broadway Theatre,Catford Broadway,Catford,,Lewisham,https://www.broadwaytheatre.org.uk,10023226829,E09000023,Rushey Green,E05013730,51.4452943,-0.020380851,537668.0126,173670.00400000066
The Tramshed,51-53 Woolwich New Road,,,Greenwich,http://www.glypt.co.uk/tramshed/tramshedhistory/,100023246054,E09000011,Woolwich Arsenal,E05014092,51.48949713,0.068021085,543672.0131000001,178755.00239999965
Dominion Theatre,268-269 Tottenham Court Rd,,,Camden,https://www.nederlander.co.uk/dominion-theatre,5083050,E09000007,Bloomsbury,E05013653,51.51696266,-0.129641703,529872.0115,181440.00290000066
Pleasance,Carpenters Mews,North Rd,,Islington,https://www.pleasance.co.uk,10094608227,E09000019,Holloway,E05013706,51.54876851,-0.121673379,530334.0120000001,184990.99960000068
Trinity Laban / Laban Theatre,Faculty of Dance / Laban Theatre,Laban Building,30 Creekside,Lewisham,https://www.trinitylaban.ac.uk/whats-on/dance-events,10010216996,E09000023,Deptford,E05013719,51.48022,-0.01904,537656.1059999997,177556.2293999996
Foulden Works,30 Foulden Road,,,Hackney,https://fouldenworks.wordpress.com,100021041785,E09000012,Stoke Newington,E05009385,51.55579,-0.07398,533620.1107000001,185857.89550000057
Shoreditch Town Hall,380 Old Street,,,Hackney,http://shoreditchtownhall.com/event-space-hire/venue-specification/large-committee-room,100022930896,E09000012,Hoxton East & Shoreditch,E05009377,51.52667619,-0.079102613,533350.0120000001,182611.00170000084
Greenwich Dance,33-35 Royal Hill,,,Greenwich,www.greenwichdance.org.uk,100023227774,E09000011,Greenwich Park,E05014081,51.47806302,-0.0107391,538239.0077999998,177332.0075000003
Brockley Jack Studio Theatre,410 Brockley Road,,,Lewisham,http://www.brockleyjack.co.uk,100021937756,E09000023,Crofton Park,E05013718,51.45363918,-0.039076935,536344.0131999999,174563.0030000005
"King Charles Court, Old Royal Naval College (Trinity ",King William Walk,,,Greenwich,https://www.trinitylaban.ac.uk/whats-on/our-venues/king-charles-court,10010216996,E09000011,Greenwich Park,E05014081,51.48358702,-0.007171472,538470.0087000001,177953.00620000064
Artsadmin,28 Commercial Street,,,Tower Hamlets,http://www.toynbeehall.org.uk,6722403,E09000030,Spitalfields & Banglatown,E05009333,51.51668037,-0.072230154,533856.0120000001,181512.0025999993
Cecil Sharp House,2 Regent's Park Road,Cecil Sharp House,,Camden,https://www.cecilsharphouse.org,5066674,E09000007,Primrose Hill,E05013667,51.53810212,-0.149337866,528446.0119000003,183756.0025999993
Half Moon Young People's Theatre,43 White Horse Road,,,Tower Hamlets,http://www.halfmoon.org.uk,6044554,E09000030,St Dunstan's,E05009329,51.51325269,-0.041215197,536018.0120999999,181188.00420000032
Graeae Theatre Company Bradbury Studios,138 Kinglsand Road,,,Hackney,www.graeae.org/,10008323888,E09000012,Haggerston,E05009375,51.53279852,-0.076811706,533491.0126999998,183295.99899999984
Cockpit Theatre,5 Gateforth Street,,,Westminster,http://www.thecockpit.org.uk,100023121790,E09000033,Church Street,E05013794,51.52449748,-0.169480819,527087.0124000004,182208.00320000015
Menier Theatre,51-53 Southwark Street,,,Southwark,https://www.menierchocolatefactory.com/Online/default.asp,200003500280,E09000028,Borough & Bankside,E05011095,51.50466098,-0.094467554,532348.0113000004,180135.0022
Expressive Arts Leyton,Leyton Sixth Form College,Essex Rd,,Waltham Forest,http://www.leyton.ac.uk,200001430246,E09000031,Forest,E05013887,51.57606761,-0.002867702,538488.0104,188245.00180000067
Lyric Theatre,29 Shaftesbury Avenue,,,Westminster,https://www.nimaxtheatres.com/lyric-theatre/,100023472887,E09000033,West End,E05013808,51.51127346,-0.133794809,529600.0121999998,180800.00200000033
